# numFound=2618 rows=400 query=creator:"Plato"
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
synapseml_gutenberg_gorgias_by_plato			Plato, 427? BC-347? BC	Gorgias	English	gutenberg-audiobooks; audio_bookspoetry
thecharmideslach00platuoft	1900-01-01T00:00:00Z	1900	Plato; Newhall, Barker, 1867-1924	The Charmides, Laches, and Lysis of Plato	eng	robarts; toronto; greekclassicslist; university_of_toronto; fav-agent-lisa; fav-alib; fav-aru13; fav-homoiomerioi
therepublic00150gut			Plato, 427? BC-347? BC	The Republic	eng	gutenberg; fav-agent-lisa; fav-nodgers; fav-santiago_villalobos-gonzalez863; fav-superotter; fav-user_4441; fav-yeshua0987
selectdialogues01platgoog	1877-01-01T00:00:00Z	1877	Plato	Select dialogues of Plato. A new and literal version, chiefly from the text of Stallbaum	eng	americana; fav-agent-lisa
epinomis	2016-02-08T00:00:00Z	2016	Plato	Epinomis by Plato (Hi-Res Audiobook)	eng	audio_bookspoetry; fav-geoffreyedwards; fav-jgallain34; fav-salamonema; fav-stinkers; fav-w_r_raisin
worksplatoabrid00stengoog	1701-01-01T00:00:00Z	1701	Plato	The Works of Plato abridg'd, with an account of his life, philosophy, morals and politicks, together with a translation of his choicest dialogues. ... Illustrated by notes. By M. D	eng	americana; fav-agent-lisa; fav-eddiebowen; fav-jahanzeb_shah; fav-lostokie
PlatosCritias			Plato	Plato's Critias		opensource_media; community
socratesapologyc00plat	1882-01-01T00:00:00Z	1882	Plato; Jowett, Benjamin, 1817-1893, tr; Tileston, Mary Wilder, 1843-1934, ed	Socrates: The Apology and Crito of Plato	eng	library_of_congress; americana; fav-agent-lisa; fav-jmmcbri; fav-registered_user
Platonis_Opera			Plato, John Burnet	Platonis Opera (Oxford Classical Texts)	grc	folkscanomy_miscellaneous; folkscanomy; fav-adleroadams; fav-anir_hamid; fav-docteur_faustus
PlatoDialogues			Plato, Translation by Benjamin Jowett	Plato's Dialogues	eng	opensource; community; fav-barryivey; fav-jahanzeb_shah; fav-mayapreimes; fav-voraz
afx0245.0003.001.umich.edu	1894-01-01T00:00:00Z	1894	Plato; Jowett, Benjamin, 1817-1893; Campbell, Lewis, 1830-1908	Plato's Republic : the Greek text	grc	michigan_books; americana; fav-antonyliber; fav-chapalan; fav-clavius; fav-davidskszp; fav-epexelenkhos
s2operaomniarece10platuoft	1827-01-01T00:00:00Z	1827	Plato; Stallbaum, Gottfried, 1793-1861	[Opera omnia] Recensuit et commentariis instruxit Godofredus Stallbaum	lat; grc	robarts; toronto; university_of_toronto; fav-clavius
republicofplato0001plat	1905-01-01T00:00:00Z	1905	Plato	The Republic of Plato	grc; eng	internetarchivebooks; fav-agent-lisa; fav-aleyna01; fav-aman49_lld; fav-americanbeauty11; fav-aru13; fav-baldouf990; fav-blue37; fav-csbev; fav-dannyma; fav-fred_jone; fav-goopy_no
republicplato00wellgoog	1882-01-01T00:00:00Z	1882	Plato	The Republic of Plato, Books I and II	gre	americana; fav-agent-lisa; fav-al_c453; fav-pellpell
fivegreatdialogu0000plat_w2p8	1942-01-01T00:00:00Z	1942	PLATO	FIVE GREAT DIALOGUE	eng	internetarchivebooks; printdisabled; inlibrary
thirteenepistles0000plat	1925-01-01T00:00:00Z	1925	Plato	Thirteen epistles of Plato	eng	internetarchivebooks; fav-agent-lisa; fav-clavius
republicplatobo00warrgoog	1888-01-01T00:00:00Z	1888	Plato	The Republic of Plato. Books I.-V	eng; gre	americana; fav-agent-lisa
republicthegreek03platuoft	1894-01-01T00:00:00Z	1894	Plato	Republic : Greek text	eng	robarts; toronto; university_of_toronto; fav-agent-lisa; fav-clavius; fav-gone_to_persia; fav-homoiomerioi; fav-ricardo_gatzmann; fav-theo_ar
trialanddeathso00platgoog	1887-01-01T00:00:00Z	1887	Plato	The trial and death of Socrates; being the Euthyphron, Apology, Crito and Phaedo of Plato;	eng	americana; fav-1_1_2_3_4_5; fav-acapps; fav-agent-lisa; fav-ashvinh; fav-bicem; fav-chimptonsmight; fav-creeley1328; fav-dadrian_gage; fav-dannna; fav-dumno_ualos; fav-dyscaljulia;
BM522007plato	2007-01-01T00:00:00Z	2007	plato	plato	eng	nobordersbookstore; folkscanomy; fav-ananya_gautam; fav-debmorris65; fav-eveepretty; fav-xa_za
thingiverse-4928417	2021-08-09T00:00:00Z	2021	Will Plato (DoctorRiddles)	125 Bobbin Holder (4928417)		thingiverse
giovanni-de-plato-caravaggio-la-luce-e-il-buio-della-mente	2024-02-07T00:00:00Z	2024	De Plato, Giovanni; Maiolo, Giuseppe; Stenico, Alberto	Caravaggio la luce e il buio della mente, Giovanni De Plato	ita	eventi-bpi; patron-library-collection
BeineckeMS920_47	1464-01-01T00:00:00Z	1464	Plato.	Beinecke MS 920, Excerpts from Plato and Pliny the Elder, etc.	lat	ds-legacy-data; folkscanomy_historical_texts; folkscanomy; fav-pere432
theeducationofth00platuoft	1901-01-01T00:00:00Z	1901	Plato; Bosanquet, Bernard, 1848-1923	The education of the young in the Republic of Plato	eng	kellylibrary; toronto; university_of_toronto; fav-agent-lisa; fav-athanasios_votsis; fav-clavius; fav-pjs_pereira; fav-rahman_hamidur
uvrescompltes112plat	1951-01-01T00:00:00Z	1951	Plato	Oeuvres complètes	fre; grc	worksintranslation; americana; fav-agent-lisa; fav-clavius; fav-epexelenkhos; fav-fernando_scoparo; fav-muteevery; fav-mutumnomen; fav-nicholas_walz
defenceofsocrate0000plat	1997-01-01T00:00:00Z	1997	Plato	Defence of Socrates ; Euthyphro ; Crito	eng	internetarchivebooks; inlibrary; printdisabled; fav-agent-lisa; fav-jacob_cruzan; fav-jctp123; fav-pumpkinslumber; fav-saeed_alnuaimi659; barryuniversity-ol; binghamton-ol; cua-ol;
yen-hoi-va-phaedrus-plato-do-khanh-hoan-chuyen-ngu	2019-01-01T00:00:00Z	2019	plato	yén hội và phaedrus	vie	booksbylanguage_vietnamese; booksbylanguage; fav-athenodora
worksofplatonew05platiala	1848-01-01T00:00:00Z	1848	Plato; Burges, George, 1786?-1864; Cary, Henry, 1804-1870; Davis, Henry	The works of Plato : a new and literal version, chiefly from the text of Stallbaum	eng	cdl; americana; fav-agent-lisa; fav-alib; fav-gone_to_persia; fav-mehmetyener12; fav-michellewb
qbvddeatlantidea00kirc	1685-01-01T00:00:00Z	1685	Kirchmayer, Georg Kaspar, 1635-1700; Plato; Bock, Johann Christian	Q. B. V. D. De Atlantide ad Timaeum atque Critiam Platonis, : disseret In almâ Leucorea, praeside Georgio Caspare Kirchmajero, Orator. Prof. Publ. Ord. Philosoph. H. T. Spect. deca	lat; gre	jcbgerman; JohnCarterBrownLibrary; americana; fav-19omhs72; fav-_one_rabbithole; fav-delovi; fav-gabriel_jaloto; fav-hopaii_gowanii_yahu; fav-jaas; fav-kafke; fav-mysteryandadventu
SegundoPlato-1x02	2018-03-20T00:00:00Z	2018	Segundo Plato	Segundo Plato 1x02 - Placeres culpables	spa	opensource_audio; community
bim_eighteenth-century_the-works-of-plato-abrid_plato_1739_1	1739-01-01T00:00:00Z	1739	Plato.	The works of Plato abridg'd: with an account of his life, philosophy, morals, and politicks. Together with a translation of his choicest dialogues, In two volumes. Illustrated with	English	pub_eighteenth-century; bim_microfilm; microfilm; fav-agent-lisa; fav-gopstoppa
bim_eighteenth-century_the-works-of-plato-abrid_plato_1739_2	1739-01-01T00:00:00Z	1739	Plato.	The works of Plato abridg'd: with an account of his life, philosophy, morals, and politicks. Together with a translation of his choicest dialogues, In two volumes. Illustrated with	English	pub_eighteenth-century; bim_microfilm; microfilm; fav-agent-lisa
bub_gb_Yr4PETSTy3gC	1833-01-01T00:00:00Z	1833	Plato	L'Eutidemo ovvero il Contenzioso di Platone	Italian	europeanlibraries
bub_gb_Up0-AAAAcAAJ	1805-01-01T00:00:00Z	1805	Plato	Werke Charmides, Euthyphron, Parmenides, Apologie, Kriton, Ion, Hippias minor, Hipparchos, Minos, Alkibiades	German	europeanlibraries; fav-lucke133
bub_gb__y4XpBXBmn8C	1609-01-01T00:00:00Z	1609	Plato	Epitaphioi logoi treis Platōnos, Thoukydidous, kai Dēmosthenous. Funebres orationes tres Platonis, Thucydidis, & Demosthenis	English	bncfirenze; europeanlibraries
platosdialogueof00platrich	1976-01-01T00:00:00Z	1976	Plato; Theobald, Mr. (Lewis), 1688-1744	Plato's Dialogue of the immortality of the soul	eng	internetarchivebooks; americana; inlibrary; printdisabled; fav-agent-lisa; fav-littlelotusblue; fav-tawsif466; fav-violetmckenzie; binghamton-ol; johnshopkins-ol; rochester-ol; uni
bub_gb_qnYCAAAAQAAJ	2024-03-23T00:00:00Z	2024	Plato; Conz, Carl; Eyth, Ed; Gaupp, Wilhelm; Planck, Karl Christian; Prantl, Karl	Plato's Gorgias	und	europeanlibraries; fav-foocool2
bub_gb_xqpl6ZCdkIYC	1831-01-01T00:00:00Z	1831	Plato	Nono dialogo delle leggi di Platone tradotto in lingua toscana da Dardi Bembo	Italian	europeanlibraries
bub_gb_pvxLiTtPIuQC	1831-01-01T00:00:00Z	1831	Plato	Terzo dialogo delle leggi di Platone tradotto in lingua toscana da Dardi Bembo	Italian	europeanlibraries
bwb_KU-706-370	1901-01-01T00:00:00Z	1901	plato	the republic	eng	internetarchivebooks
bub_gb_OmQLib9osX8C	1871-01-01T00:00:00Z	1871	Plato	The Gorgias of Plato with english notes, introduction, and appendix by W.H.Thompson	Greek	europeanlibraries; fav-mayapreimes
bub_gb_OPL8YtK4ROMC	1863-01-01T00:00:00Z	1863	Plato	Platonis Phædo. The Phædo of Plato. Edited, with introduction and notes, by W. D. Geddes	grc	europeanlibraries; fav-user_10996
worksanewandlite06platuoft	1854-01-01T00:00:00Z	1854	Plato; Cary, Henry, 1804-1870; Davis, Henry, 1866-1952; Burges, George, 1786?-1864	Works; a new and literal version, chiefly from the text of Stallbaum	eng; grc	robarts; toronto; university_of_toronto; fav-agent-lisa; fav-gone_to_persia
worksplatoabrid01stengoog	1701-01-01T00:00:00Z	1701	Plato	The Works of Plato abridg'd, with an account of his life, philosophy, morals and politicks, together with a translation of his choicest dialogues. ... Illustrated by notes. By M. D	eng	americana; fav-agent-lisa; fav-jahanzeb_shah; fav-littlelotusblue; fav-lostokie
worksnewliteralv05platuoft	1854-01-01T00:00:00Z	1854	Plato; Cary, Henry, 1804-1870; Davis, Henry, 1866-1952; Burges, George, 1786?-1864	Works; a new and literal version, chiefly from the text of Stallbaum	eng; grc	robarts; toronto; university_of_toronto; fav-lalovox; fav-satir_fanes
ne0wsaltzsj3gvessjjx6l7zmummwjlwx6fcbmic			Πολιτεια του Πλατωνα (τομος πρωτος), Η by Plato (Πλάτων) (c. 428 BCE - c. 347 BCE)	Βιβλίον Β - Κεφάλαιο 4		podcasts_mirror_bobarchives; podcasts_mirror
platnosapologia00unkngoog	1886-01-01T00:00:00Z	1886	Plato	Platōnos Apologia Sōkratous kai Kritōn = Plato's Apology of Socrates and Crito : with notes critical and exegetical, introductory notices, and a logical analysis of the Apology	eng; grc	americana; fav-agent-lisa; fav-lucke133
plato0000plat_p9z8	1963-01-01T00:00:00Z	1963	Plato	Plato: Cratylus, Parmenides, Greater Hippias, Lesser Hippias	eng	claremont_school_of_theology; internetarchivebooks; printdisabled; fav-adamg142; fav-aditya_shekhawat552; fav-agent-lisa; fav-christian98; fav-haydenwh; fav-joantb; fav-kee6; fav-l
platonisdialogi05unkngoog	1868-01-01T00:00:00Z	1868	Plato	Platonis Dialogi secundum Thrasylli tetralogias dispositi	grc	americana
platonisetquaeve06plat	1826-01-01T00:00:00Z	1826	Plato; Bekker, Immanuel, 1785-1871; Burges, George, 1786?-1864	Platonis et quae vel Platonis esse feruntur vel Platonica solent comitari scripta graece omnia	frc; lat; grc	robarts; toronto; university_of_toronto; fav-agent-lisa
platonisetquaev01bekkgoog	1826-01-01T00:00:00Z	1826	Plato; Bekker, Immanuel, 1785-1871; Ficino, Marsilio, 1433-1499; Burges, George, 1786?-1864	Platonis et quae vel Platonis esse feruntur vel Platonica solent comitari seripta graece omnia ad codices manuscriptos recensuit variasque inde lectiones	LAT; GRE	americana; fav-agent-lisa; fav-gabriel_jaloto
platonisetquaev02plat	1826-01-01T00:00:00Z	1826	Plato; Bekker, Immanuel, 1785-1871; Burges, George, 1786?-1864	Platonis et quae vel Platonis esse feruntur vel Platonica solent comitari scripta graece omnia	frc; lat; grc	pimslibrary; toronto; university_of_toronto; fav-agent-lisa; fav-clavius
platonisetquaev05plat	1826-01-01T00:00:00Z	1826	Plato; Bekker, Immanuel, 1785-1871; Burges, George, 1786?-1864	Platonis et quae vel Platonis esse feruntur vel Platonica solent comitari scripta graece omnia	frc; lat; grc	pimslibrary; toronto; university_of_toronto; fav-agent-lisa; fav-clavius
platonisphilosop12plat	1781-01-01T00:00:00Z	1781	Plato; Ficino, Marsilio, 1433-1499; Corrado, Sebastiano, d. 1556; Agricola, Rodolphus, 1443?-1485; Embser, Johann Valentin, 1749-1783; Exter, Friedrich Christian, 1746-1817	Platonis philosophi quae extant graece ad editionem Henrici Stephani accurate expressa cum Marsilii Ficini interpretatione; praemittitur 1. III Laertii de vita et dogm. Plat. cum n	grc; lat	pimslibrary; toronto; university_of_toronto; fav-clavius; fav-daniil_nikel; fav-dememildepan; fav-gabriel_jaloto; fav-marsupi; fav-watchlar
platonsstaat00wohlgoog	1893-01-01T00:00:00Z	1893	Plato	Platons Staat, 1. Buch	grc; ger	americana; fav-agent-lisa
platonswerke21plat	1817-01-01T00:00:00Z	1817	Plato	Platons Werke	ger	graduatetheologicalunionholdings; graduatetheologicalunion; americana
platosapologyan00platgoog	1867-01-01T00:00:00Z	1867	Plato	Plato's Apology and Crito	eng	americana; fav-agent-lisa
platosbestthough00plat	1883-01-01T00:00:00Z	1883	Plato; Jowett, Benjamin, 1817-1893, tr; Bulkley, Charles Henry Augustus, 1819-1893, [from old catalog] comp	Plato's best thoughts	eng	library_of_congress; americana; fav-agent-lisa; fav-jahanzeb_shah
plato-phaedrus-scully_202306	2023-01-01T00:00:00Z	2023	PLATO	PLATO PHAEDRUS [Scully]		opensource; community
platonissymposi00usengoog	1875-01-01T00:00:00Z	1875	Plato	Platonis symposium, in usum scholarum	grc	americana; fav-agent-lisa; fav-roman_s_1
platosphaedowit00platgoog	1885-01-01T00:00:00Z	1885	Plato	Plato's Phaedo, with notes critical and exegetical, and an analysis	eng	americana; fav-agent-lisa
platos-republic-book-03			Plato	Plato's Republic	eng	opensource_audio; community
plato-timaeus-bohn	2023-01-01T00:00:00Z	2023	PLATO	PLATO TIMAEUS [BOHN]		folkscanomy_bookbin; folkscanomy; fav-choops1972; fav-christopher_west168; fav-dana_gooley; fav-erosisaveiledcity82; fav-rajagopalkamath_gmail_com; fav-rex_codex; fav-ryan907; fav-
pgcommunitytexts39493gut			I. N. (Ioannes N.) Grypares; Plato	Πολιτεία, Τόμος 2	el	gutenberg; fav-agent-lisa
phaedo_1105_librivox	2011-05-02T00:00:00Z	2011	Plato	Phaedo	eng	librivoxaudio; audio_bookspoetry; fav-100100; fav-asleep01; fav-ba_johnson; fav-dandydaze; fav-dangarcia09; fav-deentaylor; fav-douglasj22; fav-drwebster83; fav-gtdoss; fav-hadams2
phdo00plat	1833-01-01T00:00:00Z	1833	Plato; Dacier, André, 1651-1722, tr; Fénelon, François de Salignac de la Mothe-, 1651-1715	Phædon:	eng	library_of_congress; americana; fav-agent-lisa; fav-leejns34
pgcommunitytexts34951gut			Plato, -428--348; Zambas, Kyriakos, 1866- [Translator]	Σοφιστής	gre	gutenberg; fav-agent-lisa
pgcommunitytexts35020gut			Plato, -428--348; Zambas, Kyriakos, 1866- [Translator]	Θεαίτητος	gre	gutenberg; fav-agent-lisa
gorgiasdialogue00sommgoog	1872-01-01T00:00:00Z	1872	Plato, Édouard Sommer	Gorgias: dialogue de Platon : édition classique, publiée avec des arguments et des notes en français	French; grc	americana
gorgiasplato01thomgoog	1905-01-01T00:00:00Z	1905	Plato	The Gorgias of Plato	eng; grc	americana; fav-agent-lisa
THE-WORKS-OF-PLATO-BOHNS-V2			Plato	The works of Plato : Bohn's Library Vol.2 Audio Books		folksoundomy_audiobooks; folksoundomy; fav-dandydaze
apologysocrates00platgoog	1834-01-01T00:00:00Z	1834	Plato	Apology of Socrates, Crito, and Phaedo : from the text of Bekker	grc; lat	americana; fav-agent-lisa
apologyofsocrate00platiala	1852-01-01T00:00:00Z	1852	Plato	The apology of Socrates : the Crito and part of the Phædo	eng; grc	cdl; americana; fav-agent-lisa
sinnersclub0000dwpl	2016-05-25T00:00:00Z	2016	D W Plato	The Sinners' Club	eng	internetarchivebooks; printdisabled
bwb_KV-541-163	1952-01-01T00:00:00Z	1952	Plato	The Symposium	eng	internetarchivebooks; printdisabled; inlibrary
jbc.bj.uj.edu.pl.NDIGCZAS023658_77513839	1900-09-02T00:00:00Z	1900	Plato, Curt. Red.	Thorner Zeitung : Begründet 1760. 1900, Nr. 205 (2 September) - Erstes Blatt	ger	thorner-ostdeutsche-zeitung; polishpublicdomain
jbc.bj.uj.edu.pl.NDIGCZAS023658_77513720	1900-06-24T00:00:00Z	1900	Plato, Curt. Red.	Thorner Zeitung : Begründet 1760. 1900, Nr. 145 (24 Juni) - Erstes Blatt	ger	thorner-ostdeutsche-zeitung; polishpublicdomain
jbc.bj.uj.edu.pl.NDIGCZAS023658_77513739	1900-07-05T00:00:00Z	1900	Plato, Curt. Red.	Thorner Zeitung : Begründet 1760. 1900, Nr. 154 (5 Juli) - Zweites Blatt	ger	thorner-ostdeutsche-zeitung; polishpublicdomain
jbc.bj.uj.edu.pl.NDIGCZAS023658_77513754	1900-07-14T00:00:00Z	1900	Plato, Curt. Red.	Thorner Zeitung : Begründet 1760. 1900, Nr. 162 (14 Juli) - Erstes Blatt	ger	thorner-ostdeutsche-zeitung; polishpublicdomain
jbc.bj.uj.edu.pl.NDIGCZAS023658_77513776	1900-07-26T00:00:00Z	1900	Plato, Curt. Red.	Thorner Zeitung : Begründet 1760. 1900, Nr. 172 (26 Juli) - Erstes Blatt	ger	thorner-ostdeutsche-zeitung; polishpublicdomain
jbc.bj.uj.edu.pl.NDIGCZAS023658_77513784	1900-08-01T00:00:00Z	1900	Plato, Curt. Red.	Thorner Zeitung : Begründet 1760. 1900, Nr. 177 (1 August) - Erstes Blatt	ger	thorner-ostdeutsche-zeitung; polishpublicdomain
jbc.bj.uj.edu.pl.NDIGCZAS023658_77513803	1900-08-12T00:00:00Z	1900	Plato, Curt. Red.	Thorner Zeitung : Begründet 1760. 1900, Nr. 187 (12 August) - Erstes Blatt	ger	thorner-ostdeutsche-zeitung; polishpublicdomain
jbc.bj.uj.edu.pl.NDIGCZAS023658_77513808	1900-08-15T00:00:00Z	1900	Plato, Curt. Red.	Thorner Zeitung : Begründet 1760. 1900, Nr. 189 (15 August) - Zweites Blatt	ger	thorner-ostdeutsche-zeitung; polishpublicdomain
jbc.bj.uj.edu.pl.NDIGCZAS023658_77513809	1900-08-16T00:00:00Z	1900	Plato, Curt. Red.	Thorner Zeitung : Begründet 1760. 1900, Nr. 190 (16 August) - Erstes Blatt	ger	thorner-ostdeutsche-zeitung; polishpublicdomain
jbc.bj.uj.edu.pl.NDIGCZAS023658_77513818	1900-08-22T00:00:00Z	1900	Plato, Curt. Red.	Thorner Zeitung. 1900, Nr. 195 (22 August) - Zweites Blatt	ger	thorner-ostdeutsche-zeitung; polishpublicdomain
jbc.bj.uj.edu.pl.NDIGCZAS023658_77513820	1900-08-23T00:00:00Z	1900	Plato, Curt. Red.	Thorner Zeitung. 1900, Nr. 196 (23 August) - Zweites Blatt	ger	thorner-ostdeutsche-zeitung; polishpublicdomain
3ieebah6at6d0oyx09210pbt7vq1f9uu8kn0ykc5			Πολιτεια του Πλατωνα (τομος πρωτος), Η by Plato (Πλάτων) (c. 428 BCE - c. 347 BCE)	Βιβλίον Α - Κεφάλαιο 5		podcasts_mirror_bobarchives; podcasts_mirror
bitchute_-_aristotle_2020	2020-01-01T00:00:00Z	2020	Aristotle Against Plato	BitChute - aristotle (2020)		bitchute-social-video; social-media-video; additional_collections_video; deemphasize
plato-euthydemus-arch	2024-01-01T00:00:00Z	2024	Plato	Plato Euthydemus		opensource
plato-fried-2	1964-01-01T00:00:00Z	1964	Plato	Plato. Volume 2: The Dialogues First Period (1964)	eng	folkscanomy_miscellaneous; folkscanomy; fav-jahanzeb_shah
plato0007unse	1952-01-01T00:00:00Z	1952	Plato	The dialogues of Plato / The seventh letter / translated by J. Harward	eng	internetarchivebooks; printdisabled; inlibrary; fav-agent-lisa; fav-hawkseked222; fav-keila100pre; fav-kill638
plato0011plat	1926-01-01T00:00:00Z	1926	Plato	Plato : with an English Translation Laws	eng	claremont_school_of_theology; internetarchivebooks; fav-agent-lisa; fav-cezarz; fav-kenlberry; fav-zenonluis
plato-lovers-erastai-leake	2023-01-01T00:00:00Z	2023	PLATO	PLATO LOVERS [ Erastai, Leake]		opensource
platonas-valstybe.-1981.-lt	1981-01-01T00:00:00Z	1981	Plato (427–347 BC); Dumčius, Jonas (1905-1986)	Valstybė	lit	folkscanomy_science; folkscanomy; fav-arnizzltu; fav-atodaira; fav-deus_grad; fav-gr33dy_mushr00m; fav-justas_mork_nas; fav-kamile395; fav-lukas706
platonic-pythagorean-women-philosophers	2024-01-01T00:00:00Z	2024	PLATO	PLATONIC Pythagorean Women Philosophers	jpn	opensource; fav-jahanzeb_shah
platoniseuthyph00platgoog	1890-01-01T00:00:00Z	1890	Plato	Platonis Euthyphro, Apologia Socratis, Crito, Phaedo	ger	americana; fav-agent-lisa; fav-homoiomerioi
platonisqvaesvp01platgoog	1821-01-01T00:00:00Z	1821	Plato	Platonis qvae svpersvnt opera. Textvm ad fidem codicvm florentt. pariss. vindobb. aliorvmqve	lat	americana; fav-agent-lisa
platonisreipubl00platgoog	1892-01-01T00:00:00Z	1892	Plato	Platonis Rei publicae libri decem	ger	americana; fav-agent-lisa
platonisetguevel02plat	1826-01-01T00:00:00Z	1826	Plato; Bekker, Immanuel, 1785-1871	Platonis et gue vel Platonis isse feruntier vel Platonica solent comitari Scripta Graece Omnia ad codices manuscriptos receusuit variasgue inde Lectiones	lat; grc	robarts; toronto; university_of_toronto; fav-agent-lisa; fav-clavius; fav-gabriel_jaloto
platonisoperagr01platgoog	1831-01-01T00:00:00Z	1831	Plato	Platonis opera Graece, recens. et adnotatione critica instruxit C.E.C. Schneider	Italian	europeanlibraries
platonisoperagra01plat	1830-01-01T00:00:00Z	1830	Plato	Platonis opera Graece	lat	pimslibrary; toronto; university_of_toronto; fav-agent-lisa; fav-alib; fav-clavius; fav-daniil_nikel; fav-epexelenkhos; fav-nicodemus9; fav-shosseinrb
platonisphilosop01plat	1781-01-01T00:00:00Z	1781	Plato; Ficino, Marsilio, 1433-1499; Corrado, Sebastiano, d. 1556; Agricola, Rodolphus, 1443?-1485; Embser, Johann Valentin, 1749-1783; Exter, Friedrich Christian, 1746-1817	Platonis philosophi quae extant graece ad editionem Henrici Stephani accurate expressa cum Marsilii Ficini interpretatione; praemittitur 1. III Laertii de vita et dogm. Plat. cum n	grc; lat	pimslibrary; toronto; university_of_toronto; fav-agent-lisa; fav-caecus60; fav-clavius; fav-daniil_nikel; fav-dradax; fav-gabriel_jaloto; fav-gamatet; fav-shmhz72
platonswerkegrie09platuoft	1853-01-01T00:00:00Z	1853	Plato	Platons Werke. Griechisch und Deutsch	ger; grc	robarts; toronto; university_of_toronto; fav-bronze_sphere; fav-clavius; fav-epexelenkhos
platonsgorgias00chrigoog	1890-01-01T00:00:00Z	1890	Plato	Platons Gorgias	ger	americana; fav-agent-lisa
platon-el-politico			Platón (Plato)	El político	spa	booksbylanguage_spanish; booksbylanguage
platonisopera0000plat_a3l3	1954-01-01T00:00:00Z	1954	Plato	Platonis opera	grc; lat	claremont_school_of_theology; internetarchivebooks; fav-agent-lisa; fav-archive_org652; fav-daniil_nikel; fav-dimitris_athanasiadis; fav-epexelenkhos; fav-just_me737; fav-osvaldori
