# numFound merged from all probes
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
bim_eighteenth-century_an-historical-report-on-_smeaton-john_1791	1791-01-01T00:00:00Z	1791	Smeaton, John	An historical report on Ramsgate harbour: written by order of, and addressed to the trustees. By John Smeaton, ... 1791	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_an-historical-report-on-_smeaton-john_1791_0	1791-01-01T00:00:00Z	1791	Smeaton, John.	An historical report on Ramsgate harbour: written by order of, and addressed to the trustees. By John Smeaton, ... The second edition. 1791	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_christian-zeal-recommend_smeaton-samuel_1705	1705-01-01T00:00:00Z	1705	Smeaton, Samuel	Christian zeal recommended: in a sermon preached at Andover, on May the 15th 1704. ... By Samuel Smeaton, ... 1705	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_description-of-an-improv_smeaton-john-f-r-s-_1789	1789-01-01T00:00:00Z	1789	Smeaton, John, F. R. S., Civil Engineer.	Description of an improvement in the application of the quadrant of attitude to a celestial globe. 1789	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_experimental-enquiry-con_smeaton-john-f-r-s-_1794	1794-01-01T00:00:00Z	1794	Smeaton, John, F. R. S., Civil Engineer.	Experimental enquiry concerning the natural powers of wind and water to turn mills and other machines depending on a circular motion. 1794	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_the-banks-of-esk-or-a-s_alves-james_1800	1800-01-01T00:00:00Z	1800	Alves, James	The banks of Esk; or a saunter from Roslin to Smeaton, a poem, descriptive, historical, & moral; with an introductory canto, ... To which is added, Drummond Castle; a poem of the s	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_the-further-report-of-jo_smeaton-john_1782	1782-01-01T00:00:00Z	1782	Smeaton, John	The further report of John Smeaton, engineer; in answer to the queries proposed by the company of undertakers of the Grand Canal, the 3d of August, 1773. 1782	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_the-report-of-john-smeat_smeaton-john-1724-1792_1767	1767-01-01T00:00:00Z	1767	Smeaton, John, 1724-1792.	The report of John Smeaton ... concerning the practicability and expence of joining the rivers Forth and Clyde by a navigable canal, ... With a map of the country and a plan of the	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_the-report-of-john-smeat_smeaton-john_1769	1769-01-01T00:00:00Z	1769	Smeaton, John.	The report of John Smeaton, engineer, upon the harbour of Dover; together with a plan of the said harbour. 1769	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_the-report-of-john-smeat_smeaton-john_1782	1782-01-01T00:00:00Z	1782	Smeaton, John	The report of John Smeaton, engineer, upon the state and condition of Wells Harbour, in the county of Norfolk. 1782	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_the-report-of-mess-john_1761	1761-01-01T00:00:00Z	1761		The report of Mess. John Grundy, Langley Edwards, and John Smeaton, engineers, concerning the present ruinous state and condition, of the River Witham, ... from the city of Lincoln	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_the-report-of-mess-john_1762	1762-01-01T00:00:00Z	1762		The report of Mess. John Grundy, Langley Edwards, and John Smeaton, engineers, concerning the present ruinous state and condition, of the River Witham, ... from the city of Lincoln	English	pub_eighteenth-century; bim_microfilm; microfilm
brokenheartedite00forduoft	1906-01-01T00:00:00Z	1906	Ford, John, 1586-ca. 1640; Smeaton, William Henry Oliphant, 1856-1914	The broken heart. Edited with a pref., notes and glossary by Oliphant Smeaton	eng	robarts; toronto; university_of_toronto; fav-annferrera
bub_gb_1alMAAAAcAAJ	1851-01-01T00:00:00Z	1851	George Payne Rainsford James	Henry Smeaton oder die Jakobiten unter Georg dem Ersten Ein Roman von G. P. R. James. Aus dem Englischen übersetzt von E. Susemihl	German	europeanlibraries
bub_gb_MqNMAAAAcAAJ	1851-01-01T00:00:00Z	1851	George Payne Rainsford James	Henry Smeaton, oder die Jakobiten unter Georg dem Ersten Ein Roman von G. P. R. James. Aus dem Englischen übersetzt von E. Susemihl	German	europeanlibraries
bub_gb_RqNMAAAAcAAJ	1851-01-01T00:00:00Z	1851	George Payne Rainsford James	Henry Smeaton, oder die Jakobiten unter Georg dem Ersten Ein Roman von G. P. R. James. Aus dem Englischen übersetzt von E. Susemihl	German	europeanlibraries
bub_gb__qJMAAAAcAAJ	1851-01-01T00:00:00Z	1851	George Payne Rainsford James	Henry Smeaton, oder die Jakobiten unter Georg dem Ersten Ein Roman von G. P. R. James. Aus dem Englischen übersetzt von E. Susemihl	German	europeanlibraries
bub_gb_hjVthKz_-cQC	1827-01-01T00:00:00Z	1827	John Smeaton	Recherches expérimentales sur l'eau et le vent, considérés comme forces motrices applicables aux moulins et autres machines a mouvement circulaire, etc.; suivies d'expériences sur 	French	europeanlibraries
bub_gb_nKlMAAAAcAAJ_2	1851-01-01T00:00:00Z	1851	George Payne Rainsford James	Henry Smeaton oder die Jakobiten unter Georg dem Ersten Ein Roman von G. P. R. James. Aus dem Englischen übersetzt von E. Susemihl	German	europeanlibraries
bub_gb_s6lMAAAAcAAJ	1851-01-01T00:00:00Z	1851	James, G. P. R	Henry Smeaton, oder die Jakobiten unter Georg dem Ersten : Ein Roman von G.P.R. James. Aus dem Englischen übersetzt von E. Susemihl	ger	europeanlibraries
dli.bengal.10689.16183	1891-01-01T00:00:00Z	1891	SMILES, SAMUEL	HARBOURS LIGHTHOUSES BRIDGES SMEATON AND RENNIE	eng	digitallibraryindia; JaiGyan
dli.ernet.26402	1786-01-01T00:00:00Z	1786	Smeaton John	Philosophical Transactions Giving Some Account Of The P Refent Undertaking Studies and Labours Of The Ingenious In Many Confiderable Parts Of The World Vol-lxxvi	eng	digitallibraryindia; JaiGyan
dli.ministry.05699	1812-01-01T00:00:00Z	1812		Reports of the late John Smeaton	eng	digitallibraryindia; JaiGyan
gomC_buddha-and-buddhism-by-arthur-lillie-edited-by-oliphant-smeaton-edinburgh-1900-t-and-t-clark			T And T Clark	Buddha And Buddhism By Arthur Lillie Edited By Oliphant Smeaton Edinburgh 1900 T And T Clark	hin	gurukul-kangri-university; patron-library-collection; fav-x_boi
gov.uscourts.cand.54163				United States v. Smeaton	eng	usfederalcourts; USGovernmentDocuments; government-documents
gov.uscourts.cod.198624				Smeaton v. Commissioner, Social Security Administration	eng	usfederalcourts; USGovernmentDocuments; government-documents
gov.uscourts.ilnb.1036404				Christopher K. Smeaton	eng	usfederalcourts; USGovernmentDocuments; government-documents
gov.uscourts.ilnb.1048612				Susan A. Smeaton	eng	usfederalcourts; USGovernmentDocuments; government-documents
gov.uscourts.lawd.16860				Smeaton v. Nelson	eng	usfederalcourts; USGovernmentDocuments; government-documents
gov.uscourts.mad.280941				Smeaton v. O'Connor Corporation	eng	usfederalcourts; USGovernmentDocuments; government-documents
gov.uscourts.ncwd.77074				United States v. Smeaton	eng	usfederalcourts; USGovernmentDocuments; government-documents
gov.uscourts.nynb.375242				David J. Smeaton	eng	usfederalcourts; USGovernmentDocuments; government-documents
gov.uscourts.pawb.362859				John P. Smeaton, III	eng	usfederalcourts; USGovernmentDocuments; government-documents
gov.uscourts.wvsd.93220				Smeaton v. Ethicon, Inc.	eng	usfederalcourts; USGovernmentDocuments; government-documents
gri_33125012143653	1813-01-01T00:00:00Z	1813	Smeaton, John, 1724-1792	A narrative of the building and a description of the construction of the Edystone Lighthouse with stone : to which is subjoined, an appendix, giving some account of the lighthouse 	eng	getty; americana; fav-prose; fav-vitoballs
henrysmeatonaja00jamegoog	1851-01-01T00:00:00Z	1851	George Payne Rainsford James	Henry Smeaton: A Jacobite Story of the Reign of George I.	English	europeanlibraries
henrysmeatonaja01jamegoog	1851-01-01T00:00:00Z	1851	George Payne Rainsford James	Henry Smeaton: A Jacobite Story of the Reign of George I.	English	europeanlibraries
henrysmeatonaja02jamegoog	1851-01-01T00:00:00Z	1851	George Payne Rainsford James	Henry Smeaton: A Jacobite Story of the Reign of George I.	English	europeanlibraries
henrysmeatonajac51815gut			James, G. P. R. (George Payne Rainsford)	Henry Smeaton: A Jacobite Story of the Reign of George the First.	en	gutenberg
henrysmeatonjaco01jame	1851-01-01T00:00:00Z	1851	James, G. P. R. (George Payne Rainsford), 1799-1860	Henry Smeaton: a Jacobite story of the reign of George the First	eng	19thcennov; university_of_illinois_urbana-champaign; americana; fav-jerrocco_walker
henrysmeatonjaco02jame	1851-01-01T00:00:00Z	1851	James, G. P. R. (George Payne Rainsford), 1799-1860	Henry Smeaton: a Jacobite story of the reign of George the First	eng	19thcennov; university_of_illinois_urbana-champaign; americana
henrysmeatonjaco03jame	1851-01-01T00:00:00Z	1851	James, G. P. R. (George Payne Rainsford), 1799-1860	Henry Smeaton: a Jacobite story of the reign of George the First	eng	19thcennov; university_of_illinois_urbana-champaign; americana
identifier	date	year	creator	title	language	collection
in.ernet.dli.2015.511737	1891-01-01T00:00:00Z	1891	Smiles, Samuel.	Harbours Lighthouses Bridges Smeaton And Rennie	san	digitallibraryindia; JaiGyan; fav-jipster21; fav-tirumala_reddy
india.history.resource.72695	1827-01-01T00:00:00Z	1827	Smeaton, J.; Girard, M. P.-S.	Recherches Experimentales sur l’Eau et le Vent; consideres Comme Force Motrices Applicables aux Moulins et Autres Machines a Mouvement Circulaire, etc., suivies d’experiences sur l	fre	IndiaHistory; JaiGyan
india.history.resource.94384	1791-01-01T00:00:00Z	1791	Smeaton, John	A Narrative of the Building and a Description of the Construction of the Edystone Lighthouse with Stone, to which is subjoined an appendix giving some account of the Lighthouse on 	eng	IndiaHistory; JaiGyan
jstor-104686	1749-01-01T00:00:00Z	1749	Smeaton, John	An Account of Some Improvements of the Mariners Compass, in Order to Render the Card and Needle, Proposed by Doctor Knight, of General Use, by John Smeaton, Philosophical Instrumen	eng	jstor_philtran1683177; jstor_ejc; journals
jstor-105082	1751-01-01T00:00:00Z	1751	Smeaton, J.	A Letter from Mr. J. Smeaton to Mr. John Ellicott, F. R. S. concerning Some Improvements Made by Himself in the Air-Pump	eng	jstor_philtran1683177; jstor_ejc; journals
jstor-105085	1751-01-01T00:00:00Z	1751	Moura, De	An Engine for Raising Water by Fire; Being an Improvement of Savery's Construction, to Render It Capable of Working Itself, Invented by Mr. De Moura of Portugal, F. R. S. Described	eng	jstor_philtran1683177; jstor_ejc; journals
jstor-105095	1751-01-01T00:00:00Z	1751	Smeaton, J.	A Description of a New Tackle or Combination of Pullies, by Mr. J. Smeaton	eng	jstor_philtran1683177; jstor_ejc; journals
jstor-105184	1753-01-01T00:00:00Z	1753	Smeaton, J.	An Account of Some Experiments upon a Machine for Measuring the Way of a Ship at Sea. By Mr. J. Smeaton, F. R. S.	eng	jstor_philtran1683177; jstor_ejc; journals
jstor-105193	1753-01-01T00:00:00Z	1753	Smeaton, J.	Description of a New Pyrometer, with a Table of Experiments Made Therewith. By Mr. J. Smeaton, F. R. S.	eng	jstor_philtran1683177; jstor_ejc; journals
jstor-105250	1757-01-01T00:00:00Z	1757	Smeaton, John	An Account of the Effects of Lightning upon the Steeple and Church of Lestwithiel, Cornwall; In a Letter to the Right Honourable the Earl of Macclesfield, President of the R.S. By 	eng	jstor_philtran1683177; jstor_ejc; journals; fav-michellewb
jstor-105286	1757-01-01T00:00:00Z	1757	Smeaton, John	Remarks on the Different Temperature of the Air at Edystone, from That Observed at Plymouth, between the 7th and 14th of July 1757. By Mr. John Smeaton, F. R. S.	eng	jstor_philtran1683177; jstor_ejc; journals
jstor-105363	1759-01-01T00:00:00Z	1759	Smeaton, J.	An Experimental Enquiry concerning the Natural Powers of Water and Wind to Turn Mills, and Other Machines, Depending on a Circular Motion. By Mr. J. Smeaton, F. R. S.	eng	jstor_philtran1683177; jstor_ejc; journals
jstor-105771	1768-01-01T00:00:00Z	1768	Maskelyne, Nevil	Introduction to Two Papers of Mr. John Smeaton, F. R. S. by the Reverend Nevil Maskelyne, B. D. F. R. S. Astronomer Royal	eng	jstor_philtran1683177; jstor_ejc; journals
jstor-105772	1768-01-01T00:00:00Z	1768	Smeaton, J.	A Discourse concerning the Menstrual Parallax, Arising from the Mutual Gravitation of the Earth and Moon; It's Influence on the Observations of the Sun and Planets; With a Method o	eng	jstor_philtran1683177; jstor_ejc; journals
jstor-105773	1768-01-01T00:00:00Z	1768	Smeaton, J.	Description of a New Method of Observing the Heavenly Bodies out of the Meridian: By J. Smeaton, F. R. S.	eng	jstor_philtran1683177; jstor_ejc; journals
jstor-105838	1769-01-01T00:00:00Z	1769	Smeaton, J.	Observation of a Solar Eclipse the 4th of June, 1769, at the Observatory at Austhorpe, Near Leeds, in the County of York. By J. Smeaton, F. R. S.	eng	jstor_philtran1683177; jstor_ejc; journals
jstor-106093	1771-01-01T00:00:00Z	1771	Smeaton, John	Description of a New Hygrometer: By Mr. John Smeaton, F. R. S.	eng	jstor_philtran1683177; jstor_ejc; journals; fav-michellewb
jstor-106292	1776-01-01T00:00:00Z	1776	Smeaton, John	An Experimental Examination of the Quantity and Proportion of Mechanic Power Necessary to be Employed in Giving Different Degrees of Velocity to Heavy Bodies from a State of Rest. 	eng	jstor_philtranroyasoc3; jstor_ejc; journals
jstor-106465	1782-01-01T00:00:00Z	1782	Smeaton, John	New Fundamental Experiments upon the Collision of Bodies. By Mr. John Smeaton, F. R. S. in a Letter to Sir Joseph Banks, Bart. P. R. S.	eng	jstor_philtranroyasoc3; jstor_ejc; journals
jstor-106613	1786-01-01T00:00:00Z	1786	Cavendish, Henry	Observations on the Graduation of Astronomical Instruments; With an Explanation of the Method Invented by the Late Mr. Henry Hindley, of York, Clock-Maker, to Divide Circles into a	eng	jstor_philtranroyasoc3; jstor_ejc; journals
jstor-106676	1789-01-01T00:00:00Z	1789	Wales, William	Description of an Improvement in the Application of the Quadrant of Altitude to a Celestial Globe, for the Resolution of Problems Dependant on Azimuth and Altitude. By Mr. John Sme	eng	jstor_philtranroyasoc3; jstor_ejc; journals
jstor-106734	1787-01-01T00:00:00Z	1787	Maskelyne, Nevil	Account of an Observation of the Right Ascension and Declination of Mercury out of the Meridian, Near His Greatest Elongation, Sept. 1786, Made by Mr. John Smeaton, F. R. S. with a	eng	jstor_philtranroyasoc3; jstor_ejc; journals
memorableedinbur00harruoft	1898-01-01T00:00:00Z	1898	Harrison, Wilmot; Smeaton, William Henry Oliphant, 1856-1914	Memorable Edinburgh houses. Rev. and enl. [2d ed.] by Oliphant Smeaton	eng	robarts; toronto; university_of_toronto; fav-cadizroad
micro_IA40243304_2451	2000-01-01T00:00:00Z	2000	L.H. Thorleifson; R.G. Garrett	Lithology, mineralogy and geochemistry of glacial sediments overlying kimberlite at Smeaton, Saskatchewan	eng	microlog; microfiche
miscellaneouspa00smeagoog	1814-01-01T00:00:00Z	1814	John Smeaton	The Miscellaneous Papers of John Smeaton, Civil Engineer, &c. F.R.S.: Comprising His ...	English	americana; fav-thefilozof32
motorapplication0000smea	1969-01-01T00:00:00Z	1969	Smeaton, Robert W	Motor application and maintenance handbook	eng	internetarchivebooks; inlibrary; printdisabled; fav-jessica_e121; fav-jhon_ruge; fav-liuchiming1980; uni-ol
names_202408	2023-08-01T00:00:00Z	2023	Coles	Coles Smeaton Grange	eng	opensource; fav-coles_smeaton
narrativeofbuild0000smea	1791-01-01T00:00:00Z	1791	Smeaton, John, 1724-1792	A narrative of the building and a description of the construction of the Edystone Lighthouse with stone : to which is subjoined, an appendix, giving some account of the lighthouse 	English	oberlinartlibrary; oberlincollegelibrary; americana; globallibraries; fav-cainhaaa; fav-dax_mc; fav-delgre; fav-ian_regan407; fav-ibikeboy; fav-jastown; fav-michellewb; fav-morrisu
nby_LL6827			Wimbush, Henry B.	Plymouth Smeaton Tower & Drake's Island	eng	newberrypostcards; newberry
nby_LL8766			Wimbush, Henry B.	Plymouth Smeaton Tower & Drake's Island	eng	newberrypostcards; newberry
oldfortunatuspla00dekkuoft	1904-01-01T00:00:00Z	1904	Dekker, Thomas, ca. 1572-1632; Smeaton, William Henry Oliphant, 1856-1914	Old Fortunatus; a play. Edited, with a pref., notes and glossary by Oliphant Smeaton	eng	robarts; toronto; university_of_toronto; fav-grendelsdam; fav-onetwoonetwothree
paper-doi-10_1098_rstl_1749_0096	1749-01-01T00:00:00Z	1749	D. Knight; J. Smeaton	An Account of Some Improvements of the Mariners Compass, in Order to Render the Card and Needle, Proposed by Doctor Knight, of General Use, by John Smeaton, Philosophical Instrumen	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1751_0070	1751-01-01T00:00:00Z	1751	J. Smeaton	A Letter from Mr. J. Smeaton to Mr. John Ellicott, F. R. S. concerning Some Improvements Made by Himself in the Air-Pump	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1751_0073	1751-01-01T00:00:00Z	1751	J. Smeaton; Mr. D. Moura	An Engine for Raising Water by Fire; Being an Improvement of Savery's Construction, to Render It Capable of Working Itself, Invented by Mr. De Moura of Portugal, F. R. S. Described	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1753_0070	1753-01-01T00:00:00Z	1753	J. Smeaton	An Account of Some Experiments upon a Machine for Measuring the Way of a Ship at Sea. By Mr. J. Smeaton, F. R. S.	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1753_0079	1753-01-01T00:00:00Z	1753	J. Smeaton	Description of a New Pyrometer, with a Table of Experiments Made Therewith. By Mr. J. Smeaton, F. R. S.	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1757_0026	1757-01-01T00:00:00Z	1757	J. Smeaton	An Account of the Effects of Lightning upon the Steeple and Church of Lestwithiel, Cornwall; In a Letter to the Right Honourable the Earl of Macclesfield, President of the R.S. By 	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1757_0062	1757-01-01T00:00:00Z	1757	J. Smeaton	Remarks on the Different Temperature of the Air at Edystone, from That Observed at Plymouth, between the 7th and 14th of July 1757. By Mr. John Smeaton, F. R. S.	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1759_0019	1759-01-01T00:00:00Z	1759	J. Smeaton	An Experimental Enquiry concerning the Natural Powers of Water and Wind to Turn Mills, and Other Machines, Depending on a Circular Motion. By Mr. J. Smeaton, F. R. S.	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1768_0023	1768-01-01T00:00:00Z	1768	J. Smeaton; N. Maskelyne	Introduction to Two Papers of Mr. John Smeaton, F. R. S. by the Reverend Nevil Maskelyne, B. D. F. R. S. Astronomer Royal	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1768_0024	1768-01-01T00:00:00Z	1768	J. Smeaton	A Discourse concerning the Menstrual Parallax, Arising from the Mutual Gravitation of the Earth and Moon; It's Influence on the Observations of the Sun and Planets; With a Method o	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1768_0025	1768-01-01T00:00:00Z	1768	J. Smeaton	Description of a New Method of Observing the Heavenly Bodies out of the Meridian: By J. Smeaton, F. R. S.	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1769_0040	1769-01-01T00:00:00Z	1769	J. Smeaton	Observation of a Solar Eclipse the 4th of June, 1769, at the Observatory at Austhorpe, Near Leeds, in the County of York. By J. Smeaton, F. R. S.	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1771_0024	1771-01-01T00:00:00Z	1771	J. Smeaton	Description of a New Hygrometer: By Mr. John Smeaton, F. R. S.	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1776_0029	1776-01-01T00:00:00Z	1776	J. Smeaton	An Experimental Examination of the Quantity and Proportion of Mechanic Power Necessary to be Employed in Giving Different Degrees of Velocity to Heavy Bodies from a State of Rest. 	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1782_0023	1782-01-01T00:00:00Z	1782	J. Smeaton	New Fundamental Experiments upon the Collision of Bodies. By Mr. John Smeaton, F. R. S. in a Letter to Sir Joseph Banks, Bart. P. R. S.	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1786_0001	1786-01-01T00:00:00Z	1786	H. Hindley; J. Smeaton; H. Cavendish	Observations on the Graduation of Astronomical Instruments; With an Explanation of the Method Invented by the Late Mr. Henry Hindley, of York, Clock-Maker, to Divide Circles into a	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1787_0033	1787-01-01T00:00:00Z	1787	J. Smeaton; N. Maskelyne	Account of an Observation of the Right Ascension and Declination of Mercury out of the Meridian, Near His Greatest Elongation, Sept. 1786, Made by Mr. John Smeaton, F. R. S. with a	English	paper_doi_mirrored_texts; journals
paper-doi-10_1098_rstl_1789_0001	1789-01-01T00:00:00Z	1789	J. Smeaton; W. Wales	Description of an Improvement in the Application of the Quadrant of Altitude to a Celestial Globe, for the Resolution of Problems Dependant on Azimuth and Altitude. By Mr. John Sme	English	paper_doi_mirrored_texts; journals
papers00smea	1780-01-01T00:00:00Z	1780	Smeaton, John, 1724-1792, author	Papers	eng	smithsonian
philtrans01925504	1753-01-01T00:00:00Z	1753	Smeaton, J.; Moura, M.	An Engine for Raising Water by Fire; Being an Improvement of Savery's Construction, to Render It Capable of Working Itself, Invented by Mr. De Moura of Portugal, F. R. S. Described	eng	philosophicaltransactions; journals
philtrans01958409	1771-01-01T00:00:00Z	1771	Smeaton, J.	Description of a New Hygrometer: By Mr. John Smeaton, F. R. S.	eng	philosophicaltransactions; journals
philtrans02082906	1753-01-01T00:00:00Z	1753	Smeaton, J.	Description of a New Pyrometer, with a Table of Experiments Made Therewith. By Mr. J. Smeaton, F. R. S.	eng	philosophicaltransactions; journals
philtrans03050150	1768-01-01T00:00:00Z	1768	Smeaton, J.	A Discourse concerning the Menstrual Parallax, Arising from the Mutual Gravitation of the Earth and Moon; It's Influence on the Observations of the Sun and Planets; With a Method o	eng	philosophicaltransactions; journals
philtrans03604589	1753-01-01T00:00:00Z	1753	Knight, D.; Smeaton, J.	An Account of Some Improvements of the Mariners Compass, in Order to Render the Card and Needle, Proposed by Doctor Knight, of General Use, by John Smeaton, Philosophical Instrumen	eng	philosophicaltransactions; journals
philtrans03614025	1753-01-01T00:00:00Z	1753	Smeaton, J.	An Account of Some Experiments upon a Machine for Measuring the Way of a Ship at Sea. By Mr. J. Smeaton, F. R. S.	eng	philosophicaltransactions; journals
philtrans03937352	1768-01-01T00:00:00Z	1768	Smeaton, J.	Description of a New Method of Observing the Heavenly Bodies out of the Meridian: By J. Smeaton, F. R. S.	eng	philosophicaltransactions; journals
philtrans04097289	1787-01-01T00:00:00Z	1787	Smeaton, J.; Maskelyne, N.	Account of an Observation of the Right Ascension and Declination of Mercury out of the Meridian, Near His Greatest Elongation, Sept. 1786, Made by Mr. John Smeaton, F. R. S. with a	eng	philosophicaltransactions; journals
