# numFound=87 rows=87 query=creator:"Ricardo, David" AND mediatype:texts
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
highpriceofbulli10rica	1810-01-01T00:00:00Z	1810	Ricardo, David, 1772-1823	The high price of bullion : a proof of the depreciation of bank notes	eng	americana; fav-aristo25; fav-cascadiarising; fav-david_v_; fav-esmeralda_roldan; fav-gawkingon; fav-hobbledgoblin; fav-malanc; fav-xtemporaneous
in.ernet.dli.2015.24098	1911-01-01T00:00:00Z	1911	Ricardo, David	The Principles Of Political Economy And Taxation	eng	digitallibraryindia; JaiGyan; fav-buply; fav-chonkyapple; fav-jimski; fav-paolo_de_civita; fav-reiss_willetts; fav-vishalwazir
worksofdavidrica0004unse	1962-01-01T00:00:00Z	1962	Ricardo, David	Pamphlets and papers. 1815-1823	eng	marygrovecollege; internetarchivebooks; americana; inlibrary; printdisabled; fav-shmhz72
zurbeleuchtungde02rodb	1890-01-01T00:00:00Z	1890	Rodbertus, Johann Karl, 1805-1875; Kirchmann, J. H. von (Julius Hermann), 1802-1884; Ricardo, David, 1772-1823; Wirth, Moritz; Wagner, Adolph, 1835-1917; Kozak, Theophil	Zur Beleuchtung der socialen Frage;	ger	robarts; toronto; university_of_toronto; fav-daniil_nikel; fav-david_v_; fav-douglas_kayse
lettersofdavidri00ricaiala	1887-01-01T00:00:00Z	1887	Ricardo, David, 1772-1823; Bonar, James, 1852-1941	Letters of David Ricardo to Thomas Robert Malthus, 1810-1823;	eng	cdl; americana; fav-blake_burge; fav-da10vid; fav-daniil_nikel; fav-hardemanhome; fav-spdalton; fav-xtemporaneous
workscorresponde0000rica_v5n8	1957-01-01T00:00:00Z	1957	Ricardo, David, 1772-1823	Works and correspondence	eng	trent_university; internetarchivebooks; inlibrary; printdisabled; fav-daniil_nikel
worksdavidricar00mccugoog	1888-01-01T00:00:00Z	1888	Ricardo, David, 1772-1823; McCulloch, J. R. (John Ramsay), 1789-1864	The works of David Ricardo. With a notice of the life and writings of the author	eng	americana; fav-harpocrates887
workscorresponde0001rica	1957-01-01T00:00:00Z	1957	Ricardo, David, 1772-1823	Works and correspondence	eng	trent_university; internetarchivebooks; inlibrary; printdisabled; fav-daniil_nikel; fav-genadigeno
arxiv-math0503448	2007-04-06T00:00:00Z	2007	Ricardo David Katz	Max-plus (A,B)-invariant spaces and control of timed discrete event systems	English	arxiv; journals
desprincipesdele02ricguat	1819-01-01T00:00:00Z	1819	Ricardo, David	Des principes de l'economie politique et de l'impôt	fre	sigloxx
10915754bsb	1821-01-01T00:00:00Z	1821	Ricardo, David	Die Grundsätze der politischen Oekonomie oder der Staatswirthschaft und der Besteuerung	German	german-online-libraries; booksbylanguage_german; booksbylanguage
threelettersonpr00rica	1903-01-01T00:00:00Z	1903	Ricardo, David, 1772-1823	Three letters on the price of gold, contributed to the Morning chronicle (London) in August-November, 1809	eng	cdl; americana; fav-daniil_nikel
11127503bsb	1905-01-01T00:00:00Z	1905	Ricardo, David	David Ricardo's kleinere Schriften. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
desprincipesdele01ricguat	1819-01-01T00:00:00Z	1819	Ricardo, David	Des principes de l'economie politique et de l'impôt	fre	sigloxx; fav-assma9715
principlesofpoli00ricauoft	1912-01-01T00:00:00Z	1912	Ricardo, David, 1772-1823	The principles of political economy & taxation	eng	kellylibrary; toronto; university_of_toronto; fav-alex25612; fav-aristo25; fav-chonkyapple; fav-d_rus; fav-daniil_nikel; fav-darkmech1; fav-dr_muhammad_usman_javed; fav-fabduc; fav
onprinciplesofpo0000rica	1821-01-01T00:00:00Z	1821	Ricardo, David, 1772-1823	On the principles of political economy, and taxation	eng	internetarchivebooks; fav-doejoyn; fav-maggi_b; fav-sam232801; fav-sartaj_mashori; fav-usha_kamble278
in.ernet.dli.2015.524089	1923-01-01T00:00:00Z	1923	Ricardo David	Economic Essays	eng	digitallibraryindia; JaiGyan; fav-gawkingon
cihm_47310	1811-01-01T00:00:00Z	1811	Ricardo, David, 1772-1823	The high price of bullion [microform] : a proof of the depreciation of bank notes	eng	university_of_alberta_libraries_microfilm; university_of_alberta_libraries; toronto; microfilm; fav-michell_marins_nunes_ramos; fav-xtemporaneous
bub_gb_d2FgFhxe3G4C	1860-01-01T00:00:00Z	1860	Sismondi, Jean-Charles-Léonard Simonde de. aut; Jacini, Stefano, 1826-1891. aut; Ricardo, David. aut; Guilhaud de Lavergne, Louis Gabriel Léonce. aut; Thünen, Johann Heinrich vo	Agricoltura e quistioni economiche che la riguardano	ita	europeanlibraries
ontheprincipleso33310gut			Ricardo, David	On The Principles of Political Economy, and Taxation	eng	gutenberg; fav-kindle37
dli.bengal.10689.10087	1911-01-01T00:00:00Z	1911	Ricardo, David	The Principles Of Political Economy And Taxation	eng	digitallibraryindia; JaiGyan; fav-dsa559library
BRes102101E	1887-01-01T00:00:00Z	1887	Ricardo, David, 1772-1823	Letters of David Ricardo to Hutches Trower and others : 1811-1823	eng	bibliotecauniversitariadesevilla; patron-library-collection; fav-dsa559library
workscorresponde0000rica_v2u9	2004-01-01T00:00:00Z	2004	Ricardo, David, 1772-1823	The works and correspondence of David Ricardo	eng	internetarchivebooks; printdisabled; fav-daniil_nikel; fav-pursuerofknowledge; fav-tbella_hsp
workscorresponde0006unse_i2q2	1952-01-01T00:00:00Z	1952	Ricardo, David, (1772-1823), Auteur	The works and correspondence of David Ricardo. Volume 6, Letters 1810-1815	eng	internetarchivebooks; inlibrary; printdisabled; fav-aykut1; fav-daniil_nikel; fav-mayank_singh_sirso
proposalsforecon15rica	1816-01-01T00:00:00Z	1816	Ricardo, David, 1772-1823; Murray, John, 1778-1843, publisher	Proposals for an economical and secure currency : with observations on the profits of the Bank of England, as they regard the public and the proprietors of bank stock	eng	americana; fav-daniil_nikel; fav-eveepretty; fav-ignacio_zorzoli; fav-juan_angel_torres; fav-sovereignlove; fav-usha_kamble278
workscorresponde0004rica	1957-01-01T00:00:00Z	1957	Ricardo, David, 1772-1823	Works and correspondence	eng	trent_university; internetarchivebooks; inlibrary; printdisabled; fav-daniil_nikel
workscorresponde0001unse	1962-01-01T00:00:00Z	1962	Ricardo, David, 1772-1823, Verfasser	The works and correspondence of David Ricardo. 1 On the principles of political economy and taxation	eng	marygrovecollege; internetarchivebooks; americana; inlibrary; printdisabled; fav-ajspain; fav-daniil_nikel; fav-yusukesmokes40
lettersofdavidri0000jame	1899-01-01T00:00:00Z	1899	Ricardo, David, 1772-1823	Letters of David Ricardo to Hutches Trower and others, 1811-1823	Eng	internetarchivebooks
BRes102102E	1887-01-01T00:00:00Z	1887	Ricardo, David, 1772-1823	Letters of David Ricardo to Thomas Robert Malthus : 1810-1823	eng	bibliotecauniversitariadesevilla; patron-library-collection; fav-dsa559library
lettersofdavidri00ricarich	1899-01-01T00:00:00Z	1899	Ricardo, David, 1772-1823; Bonar, James, 1852-1941; Hollander, Jacob Harry, 1871-1940	Letters of David Ricardo to Hutches Trower and others, 1811-1823	eng	cdl; americana; fav-daniil_nikel; fav-luis_eduardo_gomes_brazil; fav-terry_judge
11756899bsb	1821-01-01T00:00:00Z	1821	Ricardo, David	Die Grundsätze der politischen Oekonomie oder der Staatswirthschaft und der Besteuerung	German	german-online-libraries; booksbylanguage_german; booksbylanguage
desprincipesdele00ricguat	1819-01-01T00:00:00Z	1819	Ricardo, David	Des principes de l'economie politique et de l'impôt	fre	sigloxx
limitationsofric00camp	1918-01-01T00:00:00Z	1918	Camp, William Roswell, 1873-; Ricardo, David, 1772-1823	Limitations of the Ricardian theory of rent	eng	library_of_congress; americana
workscorresponde0000rica_c0y0	1957-01-01T00:00:00Z	1957	Ricardo, David, 1772-1823	Works and correspondence	eng	trent_university; internetarchivebooks; inlibrary; printdisabled; fav-daniil_nikel; fav-gfdsa4800; fav-pursuerofknowledge
firstsixchapters00rica	1895-01-01T00:00:00Z	1895	Ricardo, David, 1772-1823	The first six chapters of the Principles of political economy and taxation of David Ricardo, 1817	eng	internetarchivebooks; fav-aru13
worksofdavidrica01rica	1846-01-01T00:00:00Z	1846	Ricardo, David, 1772-1823; McCulloch, J. R. (John Ramsay), 1789-1864	The works of David Ricardo	eng	duke_libraries; americana; fav-abhi_u; fav-banaz_macdonald; fav-bivas_ghosh671; fav-chonkyapple; fav-daniil_nikel; fav-enrico_gori; fav-gingertexan; fav-hannahinperu; fav-kanki; fa
economicessays00ricauoft	1923-01-01T00:00:00Z	1923	Ricardo, David, 1772-1823	Economic essays	eng	robarts; toronto; university_of_toronto; fav-daniil_nikel; fav-rohit_gupta696
cihm_75815	1917-01-01T00:00:00Z	1917	Ricardo, David, 1772-1823	The principles of political economy and taxation [microform]	eng	university_of_alberta_libraries_microfilm; university_of_alberta_libraries; toronto; microfilm
jstor-2485869	1895-09-01T00:00:00Z	1895	Ricardo, David	Letters of David Ricardo to John Ramsay McCulloch	eng	jstor_publamereconasso; jstor_ejc; journals; fav-nevin_ferhat
workscorresponde0002unse	1957-01-01T00:00:00Z	1957	Ricardo, David	Notes on Malthus's principles of political economy	eng	marygrovecollege; internetarchivebooks; americana; inlibrary; printdisabled
workscorresponde0005rica	2004-01-01T00:00:00Z	2004	Ricardo, David, 1772-1823	The works and correspondence of David Ricardo	eng	internetarchivebooks; printdisabled; fav-daniil_nikel; fav-pursuerofknowledge
davidrecardosgr00ricagoog	1837-01-01T00:00:00Z	1837	Ricardo, David, 1772-1823	David Recardo's Grundgesetze der volkswirthschaft	ger	americana; fav-david_v_
zurbeleuchtungde01rodbuoft	1890-01-01T00:00:00Z	1890	Rodbertus, Johann Karl, 1805-1875; Kirchmann, J. H. von (Julius Hermann), 1802-1884; Ricardo, David, 1772-1823; Wirth, Moritz; Wagner, Adolph, 1835-1917; Kozak, Theophil	Zur Beleuchtung der socialen Frage;	ger	robarts; toronto; university_of_toronto; fav-daniil_nikel; fav-david_v_
workscorresponde0000rica	1957-01-01T00:00:00Z	1957	Ricardo, David, 1772-1823	Works and correspondence	eng	trent_university; internetarchivebooks; inlibrary; printdisabled; fav-daniil_nikel; fav-pursuerofknowledge; fav-rip_thorn
workscorresponde0004rica_c8y6	2004-01-01T00:00:00Z	2004	Ricardo, David, 1772-1823	The works and correspondence of David Ricardo	eng	internetarchivebooks; printdisabled; fav-daniil_nikel; fav-pursuerofknowledge
10388515bsb	1837-01-01T00:00:00Z	1837	Ricardo, David	David Ricardo's Grundgesetze der Volkswirthschaft und Besteuerung. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
replytomrbosanqu10rica	1811-01-01T00:00:00Z	1811	Ricardo, David, 1772-1823; Murray, John, 1778-1843, publisher; Blackwood, William, 1776-1834, publisher; Davison, Thomas, d. 1831, printer	Reply to Mr. Bosanquet's Practical observations on the report of the Bullion Committee	eng	americana
truetheoryofrent101thom	1830-01-01T00:00:00Z	1830	Thompson, T. Perronet (Thomas Perronet), 1783-1869; Ricardo, David, 1772-1823; Mill, James, 1773-1836. Elements of political economy	The true theory of rent, in opposition to Mr. Ricardo and others : being an exposition of fallacies on rent, tithes, &c., in the form of a review of Mr. Mill's Elements of politica	eng	victorianbrighamyounguniv; brigham_young_university; americana; fav-billinghurst; fav-dsa559library; fav-edwinyotd
cu31924030394856	1899-01-01T00:00:00Z	1899	Ricardo, David, 1772-1823; Bonar, James, 1852-1941; Hollander, Jacob Harry, 1871-1940	Letters of David Ricardo to Hutches Trower and others, 1811-1823	eng	cornell; americana
workscorresponde0005unse	1962-01-01T00:00:00Z	1962	Ricardo, David, 1772-1823, Verfasser	The works and correspondence of David Ricardo. 5 Speeches and evidence	eng	marygrovecollege; internetarchivebooks; americana; inlibrary; printdisabled; fav-daniil_nikel; fav-mayank_singh_sirso; fav-nasanerd4; fav-pursuerofknowledge
onprinciplespol00ricagoog	1821-01-01T00:00:00Z	1821	Ricardo, David, 1772-1823	On the principles of political economy and taxation.	eng	europeanlibraries; fav-ak-47-ak-74; fav-chonkyapple; fav-dong_tang_aaron_; fav-emilio_ocampo; fav-harpocrates887; fav-lostokie; fav-miles808; fav-ramirezchristian; fav-stanley_bivi
cu31924032605077	1887-01-01T00:00:00Z	1887	Ricardo, David, 1772-1823; Bonar, James, ed	Letters of David Ricardo to Thomas Robert Malthus, 1810-1823;	eng	cornell; americana; fav-da10vid; fav-terry_judge
economicessays00rica	1923-01-01T00:00:00Z	1923	Ricardo, David, 1772-1823	Economic essays	eng	university_of_illinois_urbana-champaign; americana
onprinciplesofpo00rica	1819-01-01T00:00:00Z	1819	Ricardo, David, 1772-1823	On the principles of political economy, and taxation	eng	library_of_congress; americana; fav-daniil_nikel; fav-jkdanonymoushouse; fav-kindle37; fav-luis_eduardo_gomes_brazil; fav-mlmoore57; fav-nicol_s_ignacio_arancibia_godoy842
grundsatzedervol00rica	1923-01-01T00:00:00Z	1923	Ricardo, David, 1772-1823	Grundsätze der Volkswirtschaft und Besteuerung [microform]	ger	transcluding; microfilm
worksofdavidrica00rica	1888-01-01T00:00:00Z	1888	Ricardo, David, 1772-1823; McCulloch, J. R. (John Ramsay), 1789-1864	The works of David Ricardo. With a notice of the life and writings of the author	eng	uconn_libraries; blc; americana; fav-daniil_nikel; fav-terry_judge; fav-usha_kamble278; fav-xtemporaneous
workscorresponde0010rica	1957-01-01T00:00:00Z	1957	Ricardo, David, 1772-1823	Works and correspondence	eng	trent_university; internetarchivebooks; inlibrary; printdisabled; fav-daniil_nikel
dli.ernet.248032	1895-01-01T00:00:00Z	1895	Ricardo David	The First Six Chapters Of The Principles Of Political Economy and Taxation	eng	digitallibraryindia; JaiGyan
threelettersonpr00ricauoft	1903-01-01T00:00:00Z	1903	Ricardo, David, 1772-1823	Three letters on the price of gold, contributed to the Morning chronicle (London) in August-November, 1809	eng	robarts; toronto; university_of_toronto; fav-daniil_nikel
davidricardosgr02ricagoog	1877-01-01T00:00:00Z	1877	Ricardo, David, 1772-1823	David Ricardo's Grundgesetze der volkswirthschaft und besteuerung	ger	americana
lettersofdavidri0000jame_x9w2	1887-01-01T00:00:00Z	1887	Ricardo, David, 1772-1823	Letters of David Ricardo to Thomas Robert Malthus, 1810-1823	Eng	internetarchivebooks; fav-luis_eduardo_gomes_brazil
workscorresponde0009rica	1957-01-01T00:00:00Z	1957	Ricardo, David, 1772-1823	Works and correspondence	eng	trent_university; internetarchivebooks; inlibrary; printdisabled; fav-daniil_nikel; fav-ourtempestuoustra
lettersdavidric00ricagoog	1899-01-01T00:00:00Z	1899	Ricardo, David, 1772-1823	Letters of David Ricardo to Hutches Trower and others, 1811-1823	eng	americana
letterstothomasr00ricauoft	1887-01-01T00:00:00Z	1887	Ricardo, David, 1772-1823; Malthus, T. R. (Thomas Robert), 1766-1834; Bonar, James, 1852-1941	Letters to Thomas Robert Malthus, 1810-1823. Edited by James Bonar	eng	robarts; toronto; university_of_toronto; fav-eddy_convens; fav-rimi2772; fav-terry_judge
letterstohutches00ricauoft	1899-01-01T00:00:00Z	1899	Ricardo, David, 1772-1823; Bonar, James, 1852-1941; Hollander, Jacob Harry, 1871-1940	Letters to Hutches Trower and others, 1811-1823. Edited by James Bonar and J.H. Hollander	eng	robarts; toronto; university_of_toronto
workscorresponde0010rica_p7l1	2004-01-01T00:00:00Z	2004	Ricardo, David, 1772-1823	The works and correspondence of David Ricardo	eng	internetarchivebooks; printdisabled; fav-daniil_nikel; fav-nevin_ferhat; fav-pursuerofknowledge
principlesofpoli0000unse_x8i6	1911-01-01T00:00:00Z	1911	Ricardo, David, 1772-1823	The principles of political economy & taxation	eng	internetarchivebooks; fav-associate-richard-greydanus; fav-dsa559library
principlesofpoli00rica_0	1921-01-01T00:00:00Z	1921	Ricardo, David, 1772-1823	The principles of political economy & taxation	eng	Boston_College_Library; blc; americana; fav-david_v_; fav-donmee
principlesofpoli0000rica_g4g4	2004-01-01T00:00:00Z	2004	Ricardo, David, 1772-1823	The principles of political economy and taxation	eng	internetarchivebooks; inlibrary; printdisabled; fav-heifernymph; fav-mh85; johnshopkins-ol
principlesofpoli0000rica_m5m8	2005-01-01T00:00:00Z	2005	Ricardo, David, 1772-1823	Principles of political economy and taxation	eng	internetarchivebooks; inlibrary; printdisabled; fav-francescapaola; fav-gaoopenlib; fav-hemrique; fav-lerubeniste
principlesofpoli00davi	1984-01-01T00:00:00Z	1984	Ricardo, David, 1772-1823	Principles of political economy and taxation	eng	internetarchivebooks; inlibrary; printdisabled; fav-hemrique; fav-lerubeniste; fav-pedro_oliveira403; fav-weimarm
matrimonioincaic0000rabi	2003-01-01T00:00:00Z	2003	Rabinovich-Berkman, Ricardo David	Matrimonio incaico : el derecho de familia del país de los Incas en sus últimos tiempos	spa	internetarchivebooks; inlibrary; printdisabled; fav-anthony_aguilar162; fav-gibtaon; fav-juancutipa; fav-row438; fav-scrabbi; fav-viviana_ch_vez_chauca; universityofarizona-ol
workscorresponde0001rica_n2f1	1981-01-01T00:00:00Z	1981	Ricardo, David, 1772-1823	The works and correspondence of David Ricardo	eng	internetarchivebooks; inlibrary; printdisabled; fav-chonkyapple; fav-daniil_nikel; fav-elena_yi-jia_zeng; fav-katehelios; fav-marko_t454; fav-mats_lingblad; fav-max_lomonaco; fav-n
realpriceofevery00mich	2007-01-01T00:00:00Z	2007	Lewis, Michael (Michael M.); Smith, Adam, 1723-1790. Inquiry into the nature and causes of the wealth of nations; Malthus, T. R. (Thomas Robert), 1766-1834. Essay on the principle 	The real price of everything : rediscovering the six classics of economics	eng	internetarchivebooks; delawarecountydistrictlibrary; americana; inlibrary; printdisabled; fav-aman_kumar490; fav-amrzaci; fav-aristo25; fav-baha_el_amine; fav-cattailtrail; fav-cha
