# numFound=54 rows=54 query=subject:(Fugger) AND mediatype:texts
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
catalogueofcolle00sot_cjw	1870-01-01T00:00:00Z	1870	Sotheby, Wilkinson & Hodge	Catalogue of the collections of coins and medals formed by the Compte de Fugger-Glott, William Henry Cox, Esq., and the late John Adkins Barton, Esq., of Poole and the Isle of Wigh	eng	americannumismaticsociety; newmannumismatic; wustl; americana; globallibraries; fav-pere432
diepuppenspieler0000kink	1995-01-01T00:00:00Z	1995	Kinkel, Tanja, 1969- author	Die Puppenspieler : Roman	eng	internetarchivebooks; inlibrary; printdisabled; fav-nhbacts9_3s_k; fav-st1342; fav-tittiesprinkles
fuggerekjelent00wenz	1882-01-01T00:00:00Z	1882	Wenzel, Gusztáv, 1812-1891	A Fuggerek jelentösége Magyarország történetében	hun	robarts; toronto; university_of_toronto
fuggernewsletter0000klar_h2n1	1926-01-01T00:00:00Z	1926	Klarwill, Victor von, 1873- editor	The Fugger news-letters. Second series : being a further selection from the Fugger papers specially referring to Queen Elizabeth and matters relating to England during the years 15	eng; ger	marygrovecollege; internetarchivebooks; americana; fav-linda_hill; fav-yoshiyamadeep; fav-zaris
daszeitalterderf01unse	1896-01-01T00:00:00Z	1896	Ehrenberg, Richard,1857-1921	Das Zeitalter der Fugger : Geldkapital und Creditverkehr im 16. Jahrhundert	ger	medicalheritagelibrary; cushingwhitneymedicallibrary; americana; medicallibrary; fav-drfromhades; fav-harpocrates887; fav-mmos
fuggernewsletter00matt	1970-01-01T00:00:00Z	1970	Matthews, George, 1917-	The Fugger newsletters	eng	internetarchivebooks; inlibrary; printdisabled; fav-delon108; fav-lalollie; fav-marinom236; fav-mentalpanda
richestmanwhoeve0000stei	2015-01-01T00:00:00Z	2015	Steinmetz, Greg	The richest man who ever lived : the life and times of Jacob Fugger	eng	internetarchivebooks; printdisabled; fav-chonkyapple; fav-dps890; fav-elidan_the_cosmic_contemplator; fav-galo_polo; fav-guardabosque; fav-in_der_b_cherei; fav-ivstvs; fav-janet_ba
hartig-die-grundung-der-munchener-hofbibliothek-durch-albrecht-v.-und-johann-jakob-fugger	1917-01-01T00:00:00Z	1917	Hartig, Otto, 1876- ed	Die Gründung Der Münchener Hofbibliothek Durch Albrecht V. Und Johann Jakob Fugger	ger	booksbylanguage_german; booksbylanguage
StandortNachbearbeitet	2017-08-11T00:00:00Z	2017	Michael Kruppe	Der Standort der Fuggerfaktorei in Erfurt 1503-1556	German	booksbylanguage_german; booksbylanguage
daszeitalterderf02unse	1896-01-01T00:00:00Z	1896	Ehrenberg, Richard,1857-1921	Das Zeitalter der Fugger : Geldkapital und Creditverkehr im 16. Jahrhundert	ger	medicalheritagelibrary; cushingwhitneymedicallibrary; americana; medicallibrary; fav-drfromhades; fav-gaultierdeleau; fav-mmos
richestmanwhoeve0000stei_h0n1	2015-01-01T00:00:00Z	2015	Steinmetz, Greg	The richest man who ever lived : the life and times of Jacob Fugger	eng	internetarchivebooks; printdisabled; fav-_warrior; fav-doogiet; fav-gmelean; fav-ivan_niven; fav-ivstvs; fav-joshua_mccullan; fav-justinu007; fav-king446152; fav-koolobo2; fav-panc
newsrumorinrenai0000matt	1959-01-01T00:00:00Z	1959	Matthews, George Tennyson, 1917-	News and rumor in Renaissance Europe; the Fugger newsletters. --	eng	trent_university; internetarchivebooks; inlibrary; printdisabled; fav-a_b2304; fav-chonkyapple; fav-marinom236; fav-tittiesprinkles
diefugger0000poln	1990-01-01T00:00:00Z	1990	Pölnitz, Götz von 1906-1967 Verfasser	Die Fugger	ger	internetarchivebooks; inlibrary; printdisabled; fav-curious_perkunos; fav-nhbacts9_3s_k
fuggernewsletter0000klar_w9b7	1970-01-01T00:00:00Z	1970	Klarwill, Victor von, 1873- editor	The Fugger news-letters, first series; being a selection of unpublished letters from the correspondents of the House of Fugger during the years 1568-1605	eng	internetarchivebooks; inlibrary; printdisabled
jacobfuggerrichm0000stri	2001-01-01T00:00:00Z	2001	Strieder, Jakob	Jacob Fugger the rich : merchant and banker of Augsburg 1459-1525	eng	internetarchivebooks; printdisabled; fav-cnk100; fav-justinu007; fav-mitch9898; fav-rfvc411; fav-rothperle; fav-userdocumentation
fuggerdynastyger0000klug	2008-01-01T00:00:00Z	2008	Kluger, Martin	The Fugger Dynasty : the German Medici in and around Augsburg	eng	internetarchivebooks; inlibrary; printdisabled; fav-august_girl1975; fav-chonkyapple; fav-king446152; fav-rothperle
dastagebuchdesph0000fugg	1987-01-01T00:00:00Z	1987	Fugger, Philipp Eduard, 1546-1618	Das Tagebuch des Philipp Eduard Fugger, 1560-1569, als Quelle zur Fuggergeschichte : Edition und Darstellung	ger; ita; fre; lat	internetarchivebooks; inlibrary; printdisabled; binghamton-ol
