# numFound=54 rows=54 query=creator:"Fugger" AND mediatype:texts
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
bub_gb_lqdBAAAAcAAJ	1668-01-01T00:00:00Z	1668	Johann Jacob Fugger Lugger	Spiegel der Ehren des höchstlöblichsten Kayser und Königlichen Erzhauses Oesterreich, 12111519 oder ausführliche Geschicht Schrift von desselben ...	German	europeanlibraries
bppr-3-2253	2023-04-27T09:13:02Z	2023	Kasper Fugger,Stephen C. West	DNA fibre assay	eng	fringe; deemphasize
arxiv-1111.4600	2011-11-20T00:00:00Z	2011	Bernadette Charron-Bost; Matthias Függer; Thomas Nowak	On the Transience of Linear Max-Plus Dynamical Systems	English	arxiv; journals
arxiv-1202.1925	2012-02-09T00:00:00Z	2012	Danny Dolev; Matthias Függer; Christoph Lenzen; Markus Posch; Ulrich Schmid; Andreas Steininger	FATAL+: A Self-Stabilizing Byzantine Fault-tolerant Clocking Scheme for SoCs		arxiv; journals
arxiv-1209.3342	2012-09-15T00:00:00Z	2012	Bernadette Charron-Bost; Matthias Függer; Thomas Nowak	New Transience Bounds for Long Walks	English	arxiv; journals
arxiv-1406.2544	2014-06-10T00:00:00Z	2014	Matthias Függer; Robert Najvirt; Thomas Nowak; Ulrich Schmid	Faithful Glitch Propagation in Binary Circuit Models		arxiv; journals
arxiv-1512.04222	2015-12-14T00:00:00Z	2015	Bernadette Charron-Bost; Matthias Függer; Thomas Nowak	Amortized Averaging Algorithms for Approximate Consensus		arxiv; journals
hortulusanime00kobe	1513-01-01T00:00:00Z	1513	Koberger, Anton, approximately 1440-1513, publisher; Clein, Johann, -1530, printer; Fugger, Anton, 1493-1560, former owner; Lippay, György, 1600-1666, former owner	Hortulus anime	ger	bostonpubliclibrary; americana; fav-cerebrospinalforest; fav-denabit; fav-dwood07; fav-erikam; fav-flaneurette; fav-gemedia_vision; fav-joey_floppa; fav-katet386; fav-kudrw; fav-lt
11842683bsb	1885-01-01T00:00:00Z	1885	Fugger, Eberhard von	Geschichte des Klosters Indersdorf von seiner Gründung bis auf unsere Zeit: nach Urkunden und historischen Quellen bearbeitet	German	german-online-libraries; booksbylanguage_german; booksbylanguage
gloryofhabsburgs0000prin	1932-01-01T00:00:00Z	1932	Princess Fugger	The Glory of the Habsburgs	eng	internetarchivebooks; inlibrary; printdisabled; fav-savio08; fav-vladimirs_bajars
krodoeinegotterg0000fugg	2017-01-01T00:00:00Z	2017	Fugger, Dominik, author	Krodo : eine Göttergeschichte	ger	internetarchivebooks; inlibrary; printdisabled
pbc.gda.pl.Ee_2027_2_8_adl4_78516	1596-05-07T00:00:00Z	1596	Fugger, Oktavian II.	Madrigali à 5. 6. 7. & 8. voci /	ita	polishpublicdomain
ladygeorgianafu00fugggoog	1898-01-01T00:00:00Z	1898	Fugger, Raimund von	Lady Georgiana Fullerton. Ihr Leben und ihre Werke. Nach dem Französischen frei bearbeitet	eng	americana; fav-luora
pbc.gda.pl.Ee_2027_2_8_adl4	1596-05-07T00:00:00Z	1596	Fugger, Oktavian II.	Madrigali à 5. 6. 7. & 8. voci /	ita	polishpublicdomain
isbn_9780978529017	2005-09-01T00:00:00Z	2005	Drs. Ed & Bettye Fugger	The Holy Spirit	eng	internetarchivebooks; inlibrary; printdisabled
dastagebuchdesph0000fugg	1987-01-01T00:00:00Z	1987	Fugger, Philipp Eduard, 1546-1618	Das Tagebuch des Philipp Eduard Fugger, 1560-1569, als Quelle zur Fuggergeschichte : Edition und Darstellung	ger; ita; fre; lat	internetarchivebooks; inlibrary; printdisabled; binghamton-ol
