# numFound=84 rows=84 query=title:(Fugger) AND mediatype:texts
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
hansfugger15311500lill	1908-01-01T00:00:00Z	1908	Lill, Georg, 1883-1951	Hans Fugger (1531-1598) und die kunst	ger	getty; americana; fav-_hp_
gov.uscourts.njb.908244				John D. Fugger and Marie T. Fugger	eng	usfederalcourts; USGovernmentDocuments; government-documents
vomwebstuhlzurwe0000ahls	1983-01-01T00:00:00Z	1983	Ahlsen, Leopold, 1927-	Vom Webstuhl zur Weltmacht : die Geschichte vom unglaublichen Aufstieg der Fugger : Roman	ger	internetarchivebooks; inlibrary; printdisabled; fav-ximenole
dieanfngederfu00jans	1907-01-01T00:00:00Z	1907	Jansen, Max, 1871-1912	Die anfänge der Fugger (bis 1494)	ger	allen_county; americana
diefuggerinrom1400schuuoft	1904-01-01T00:00:00Z	1904	Schulte, Aloys, 1857-1941	Die Fugger in Rom, 1495-1523. Mit Studien zur Geschichte des kirchlichen Finanzwesens jener Zeit	ger	robarts; toronto; university_of_toronto; fav-curious_perkunos; fav-jonte_kalin
gov.uscourts.njb.1055986				John David Fugger	eng	usfederalcourts; USGovernmentDocuments; government-documents
fuggernewsletter0000klar_i1r6	1970-01-01T00:00:00Z	1970	Klarwill, Victor von, 1873- editor	The Fugger news-letters, second series; being a further selection from the Fugger papers specially referring to Queen Elizabeth and matters relating to England during the years 156	eng	internetarchivebooks; inlibrary; printdisabled; fav-aunt_carol; fav-hk777
gov.uscourts.ilnb.933743				Richard J. Fugger	eng	usfederalcourts; USGovernmentDocuments; government-documents
11127749bsb	1905-01-01T00:00:00Z	1905		Die Inventur der Firma Fugger aus dem Jahre 1527. 17	German	german-online-libraries; booksbylanguage_german; booksbylanguage
JansenStudienZurFuggerGeschichte	1907-01-01T00:00:00Z	1907		Jansen Studien Zur Fugger Geschichte	ger	booksbylanguage_german; booksbylanguage
die-fugger-2-das-handbuch-1997	1997-01-01T00:00:00Z	1997	SUNFLOWERS Interactive Entertainment Software GmbH	Die Fugger 2 Das Handbuch 1997	ger	booksbylanguage_german; booksbylanguage; fav-anne_khan
diefrauendeshaus0000scha	1989-01-01T00:00:00Z	1989	Schad, Martha	Die Frauen des Hauses Fugger von der Lilie (15.-17. Jahrhundert) : Augsburg, Ortenburg, Trient	ger	internetarchivebooks; inlibrary; printdisabled; fav-konradiner; fav-lothar_balhorn; binghamton-ol; riceuniversity-ol; rochester-ol
hartig-die-grundung-der-munchener-hofbibliothek-durch-albrecht-v.-und-johann-jakob-fugger	1917-01-01T00:00:00Z	1917	Hartig, Otto, 1876- ed	Die Gründung Der Münchener Hofbibliothek Durch Albrecht V. Und Johann Jakob Fugger	ger	booksbylanguage_german; booksbylanguage
fuggernewsletter0000klar_d1b1	1924-01-01T00:00:00Z	1924	Klarwill, Victor, 1873-ed	The Fugger news-letters, being a selection of unpublished letters from the correspondents of the house of Fugger during the years 1568-1605. Authorized translation by Pauline de Ch	eng	trent_university; internetarchivebooks; fav-delon108; fav-jonathandurrant; fav-le_meme_mon; fav-mentalpanda; fav-vaclavkosar
diefuggerinromm00schugoog	1904-01-01T00:00:00Z	1904	Schulte, Aloys, 1857- [from old catalog]	Die Fugger in Rom. 1495-1523	ger	americana; fav-curious_perkunos
chronikderfamili00meye	1902-01-01T00:00:00Z	1902	Meyer, Christian, 1842-	Chronik der familie Fugger vom jahre 1599	ger	bpllfhc; bostonpubliclibrary; americana; fav-jonte_kalin
derreichstemannd0000stei	2016-01-01T00:00:00Z	2016	Steinmetz, Greg Verfasser	Der reichste Mann der Weltgeschichte Leben und Werk von Jakob Fugger	ger	internetarchivebooks; inlibrary; printdisabled; fav-ivstvs; fav-mmos
bub_gb_FUAaAAAAMAAJ	1904-01-01T00:00:00Z	1904	Schulte, Aloys	Die Fugger in Rom 1495-1523 : mit Studien zur Geschichte des kirchlichen Finanzwesens jener Zeit	ger; lat	americana
10030088bsb	1773-01-01T00:00:00Z	1773	Konenberg, Johann Georg Xaver	Joa. Georg. Xav. Konenberg Illustriss. S. R. I. Comitum Fugger De Kirchberg, Et Weissenhorn & c. & c. Consiliarii Et Cancellarii Communis, Nachtrag zu den Meditationen De Desertore	German	german-online-libraries; booksbylanguage_german; booksbylanguage
00066010bsb	1759-01-01T00:00:00Z	1759		Reichs- Hochgräflich- Fugger- Wöllenburgisches Andachts-Klee Von dreyen Bläteren: Nemlichen Denen kleinen Tag-Zeiten, neun-tägiger Zuflucht, und unterschiedlichen Gebetten zu der H	German	german-online-libraries; booksbylanguage_german; booksbylanguage
hansfugger00lill	1907-01-01T00:00:00Z	1907	Lill, Georg, 1883-1951	Hans Fugger [microform]	ger	transcluding; ColumbiaUniversityLibraries; microfilm; americana; theses-and-dissertations
bwb_S0-AIB-648	1978-01-01T00:00:00Z	1978	Gunter Ogger	Kauf dir Einen Kaiser Die Geschichter der Fugger	eng	internetarchivebooks; printdisabled; inlibrary
fugger-ii-die-1996-das-handbuch-de	1996-01-01T00:00:00Z	1996		Die Fugger II (1996) - Das Handbuch		gamemanuals; manuals; fav-jgamble88; fav-manuel_jaeggi; fav-morshe
IA41548327_0112	1907-12-20T00:00:00Z	1907	Lill, Georg	Hans Fugger	German	theses-and-dissertations; leiden-university
11193791bsb	1779-01-01T00:00:00Z	1779		Reichsgräflich Fugger-Babenhausische vorläufig-Aktenmääßige Information in Successions- und Erb-Sachen Weiland Herrn Christoph Mauritz des H. R. Reichs Grafen Fuggern, Herrn zu Boo	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11201841bsb	1755-01-01T00:00:00Z	1755		Gründliche actenmäßige Entkräft- und Abfertigung des von dem Hochgräflichen Administrando, Herrn Grafen Joseph Maria Fugger zu Wellenburg etc. ausgestreuten ... Impressi, unter dem	German	german-online-libraries; booksbylanguage_german; booksbylanguage
fuggernewsletter0000unse	1926-01-01T00:00:00Z	1926	Klarwill, Victor, 1873- editor	The Fugger news-letters : Second series. Being a further selection from the Fugger papers specially referring to Queen Elizabeth and matters relating to England during the years 15	eng	marygrovecollege; internetarchivebooks; americana; fav-chonkyapple; fav-mentalpanda
fuggerzeitungenu00klaruoft	1923-01-01T00:00:00Z	1923	Klarwill, Victor, 1873-	Fugger-Zeitungen : ungedruckte Briefe an das Haus Fugger aus den Jahren 1568-1605	ger	robarts; toronto; university_of_toronto; fav-jonte_kalin; fav-mariewid; fav-tittiesprinkles
10295330bsb	1802-01-01T00:00:00Z	1802	Wolstein, Johann Gottlieb	Marx Fugger Herr v. Kirchberg und Weissenhorn, von der Zucht der Kriegs- und Bürgerpferde. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10328067bsb	1620-01-01T00:00:00Z	1620	Custos, Dominicus	Contrafehe Der Herrn Fugger, und Frawen Fuggerin: wöllche in disem geschlecht geporen worden oder zue demselben sich ehelich verpflichtet haben	German	german-online-libraries; booksbylanguage_german; booksbylanguage
bwb_KV-445-931	1957-01-01T00:00:00Z	1957	Leon Schick	un grand homme d affaires au debut du XVI siecle Jacob Fugger	eng	internetarchivebooks; printdisabled; inlibrary
gov.uscourts.txnb.480713				Heather Marie Fugger	eng	usfederalcourts; USGovernmentDocuments; government-documents
bub_gb_DilFAAAAcAAJ	1760-01-01T00:00:00Z	1760		Abgenöthigte Rettung der Wahrheit und Ehre, Wider die frevelhaffteste Diffamation und Lästerungen, als eine ... ausführliche Vorstellung, mit vermehrtem gründlichstem Beweiß, Daß I	German	europeanlibraries
deibele-1952-und-1953-fugger	1952-01-01T00:00:00Z	1952	Albert Deibele	Albert Deibele: Die Fugger in Gmünd, 1952+1953	deu	opensource; community
fuggernewsletter0000unkn	1926-01-01T00:00:00Z	1926	unknown	the fugger news-letters	eng	internetarchivebooks
dieerstedeutsche00hmuoft	1922-01-01T00:00:00Z	1922	Hümmerich, Franz, 1868-	Die erste deutsche Handelsfahrt nach Indien, 1505/06 : ein Unternehmen der Welser, Fugger und anderer Augsburger sowie Nürnberger Häuser	ger	robarts; toronto; university_of_toronto; fav-pustakalaya; fav-roni_salza
dieanfngederfug00jansgoog	1907-01-01T00:00:00Z	1907	Max Jansen	Die anfänge der Fugger	ger	americana
11670140bsb	1892-01-01T00:00:00Z	1892	Seeburg, Franz von	Die Fugger und ihre Zeit: ein Bildercyclus. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
dieinventurderfi00fugg	1905-01-01T00:00:00Z	1905	Fugger family; Strieder, Jacob, 1877-	Die Inventur der Firma Fugger aus dem Jahre 1527. Eingeleitet und hrsg. von Jacob Strieder	eng	robarts; toronto; university_of_toronto; fav-jonte_kalin
hansjakobfugger100maas	1922-01-01T00:00:00Z	1922	Maasen, Wilhelm, 1888-1916; Ruf, Paul, 1890-1964	Hans Jakob Fugger (1516-1575) ein Beitrag zur Geschichte des 16. Jahrhunderts	ger	robarts; toronto; university_of_toronto
fuggernewsletter0000unse_j2h9	1926-01-01T00:00:00Z	1926	Victor von klarwill	Fugger News-Letters: Being a Selection of Unpublished Letters from the Correspondents of the House of Fugger during the Years 1568-1605	eng	internetarchivebooks
Kuenker424	2025-07-03T00:00:00Z	2025	Künker	Münster, Osnabrück und der Westfälische Frieden, Die Fugger, Leuchtenberg und Passau, Die Sammlung eines deutschen Fabrikanten und Geschichtsfreundes, Teil 3, u. a.	german	newmannumismatic; wustl; americana
11197765bsb	1760-01-01T00:00:00Z	1760		Standhaffte Vertheidigung der Wahrheit und Ehre Oder Abgenöthigte Aus Lauter Gerichtlichen Acten ... gezogene Wahrhafft- und Unwidertreibliche Gegen-Vorstellung Des Status causae T	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11734651bsb	1773-01-01T00:00:00Z	1773	Konenberg, Johann Georg Xaver	Joa. Georg. Xav. Konenberg Illustriss. S. R. I. Comitum Fugger De Kirchberg, Et Weissenhorn & c. & c. Consiliarii Et Cancellarii Communis, Nachtrag zu den Meditationen De Desertore	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11815985bsb	1896-01-01T00:00:00Z	1896	Ehrenberg, Richard	Das Zeitalter der Fugger: Geldkapital und Creditverkehr im 16. Jahrhundert. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
diefuggeralsmont8919sche	1929-01-01T00:00:00Z	1929	Scheuermann, Ludwig, 1895-	Die Fugger als Montanindustrielle in Tirol und Kärnten; ein Beitrag zur Wirtschaftsgeschichte des 16. und 17. Jahrhunderts	ger	university_of_illinois_urbana-champaign; americana
fugger-ii-die-1996-der-historische-hintergrund-de				Die Fugger II (1996) - Der historische Hintergrund		gamemanuals_ephemera; gamemanuals; manuals; fav-jgamble88
fuggernewsletter0000lsrb	1926-01-01T00:00:00Z	1926	L. S. R. Byrne	The Fugger News-Letters | Victor von Klarwill	eng	internetarchivebooks
10627692bsb	1760-01-01T00:00:00Z	1760		Standhafte Vertheidigung der Wahrheit und Ehre, Oder: Abgenöthigte, aus lauter gerichtlichen Acten ... gezogene wahrhaft und unwidertreibliche Gegenvorstellung des Status causae, T	German	german-online-libraries; booksbylanguage_german; booksbylanguage
Augsburg1934	1934-01-01T00:00:00Z	1934		Augsburg, die Stadt der Fugger und Welser	ger	gerard-porte-library; patron-library-collection
10627689bsb	1760-01-01T00:00:00Z	1760		Abgenöthigte Rettung der Wahrheit und Ehre, Wider die frevelhaffteste Diffamation und Lästerungen, als eine ... ausführliche Vorstellung, mit vermehrtem gründlichstem Beweiß, Daß I	German	german-online-libraries; booksbylanguage_german; booksbylanguage
daszeitalterderf02ehre	1922-01-01T00:00:00Z	1922	Ehrenberg, Richard, 1857-1921	Das Zeitalter der Fugger. Geldkapital und Kreditverkehr im 16. Jahrhundert	ger	robarts; toronto; university_of_toronto; fav-curious_lady910; fav-mmos; fav-uitgever
diefuggerinromm01schugoog	1904-01-01T00:00:00Z	1904	Schulte, Aloys, 1857- [from old catalog]	Die Fugger in Rom. 1495-1523	ger	americana
10295329bsb	1802-01-01T00:00:00Z	1802	Fugger, Markus	Marx Fugger Herr v. Kirchberg und Weissenhorn, von der Zucht der Kriegs- und Bürgerpferde. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
bub_gb_Jdc-AQAAMAAJ	1904-01-01T00:00:00Z	1904	Schulte, Aloys, 1857- [from old catalog]	Die Fugger in Rom. 1495-1523	ger	europeanlibraries
newsrumorinrenai0000geor	1959-01-01T00:00:00Z	1959	George T. (editor) Matthews	News and Rumor in Renaissance Europe - The Fugger Newsletters	eng	internetarchivebooks; printdisabled; inlibrary
daszeitalterderf01ehre	1922-01-01T00:00:00Z	1922	Ehrenberg, Richard, 1857-1921	Das Zeitalter der Fugger. Geldkapital und Kreditverkehr im 16. Jahrhundert	ger	robarts; toronto; university_of_toronto; fav-jonte_kalin; fav-mmos; fav-thegreenflyingkiwi
fuggernewsletter0000klar_h2n1	1926-01-01T00:00:00Z	1926	Klarwill, Victor von, 1873- editor	The Fugger news-letters. Second series : being a further selection from the Fugger papers specially referring to Queen Elizabeth and matters relating to England during the years 15	eng; ger	marygrovecollege; internetarchivebooks; americana; fav-linda_hill; fav-yoshiyamadeep; fav-zaris
fuggernewsletter00matt	1970-01-01T00:00:00Z	1970	Matthews, George, 1917-	The Fugger newsletters	eng	internetarchivebooks; inlibrary; printdisabled; fav-delon108; fav-lalollie; fav-marinom236; fav-mentalpanda
richestmanwhoeve0000stei	2015-01-01T00:00:00Z	2015	Steinmetz, Greg	The richest man who ever lived : the life and times of Jacob Fugger	eng	internetarchivebooks; printdisabled; fav-chonkyapple; fav-dps890; fav-elidan_the_cosmic_contemplator; fav-galo_polo; fav-guardabosque; fav-in_der_b_cherei; fav-ivstvs; fav-janet_ba
fugger0000unse	1926-01-01T00:00:00Z	1926		fugger	eng.	internetarchivebooks; fav-sherrimm
dlibra.bibliotekaelblaska.pl.KD.2420.1_300.130896599	1925-01-01T00:00:00Z	1925		Grosse Vermögen. Ihre Entstehung und ihre Bedeutung […] Erster Band. Die Fugger - Rothschild - Krupp - Our Digital Library		polishpublicdomain
daszeitalterderf02unse	1896-01-01T00:00:00Z	1896	Ehrenberg, Richard,1857-1921	Das Zeitalter der Fugger : Geldkapital und Creditverkehr im 16. Jahrhundert	ger	medicalheritagelibrary; cushingwhitneymedicallibrary; americana; medicallibrary; fav-drfromhades; fav-gaultierdeleau; fav-mmos
richestmanwhoeve0000stei_h0n1	2015-01-01T00:00:00Z	2015	Steinmetz, Greg	The richest man who ever lived : the life and times of Jacob Fugger	eng	internetarchivebooks; printdisabled; fav-_warrior; fav-doogiet; fav-gmelean; fav-ivan_niven; fav-ivstvs; fav-joshua_mccullan; fav-justinu007; fav-king446152; fav-koolobo2; fav-panc
ger-bt-drucksache-01-4553			Ausschuss für Wiederaufbau und Wohnungswesen	01/4553 - über den von den Abgeordneten Dr. Solleder, Fürst Fugger von Glött, Strauß und Genossen eingebrachten Entwurf eines Gesetzes zur Änderung des Mieterschutzgesetzes vom 15.	ger	deutscherbundestag; government-documents
diefugger0000poln	1990-01-01T00:00:00Z	1990	Pölnitz, Götz von 1906-1967 Verfasser	Die Fugger	ger	internetarchivebooks; inlibrary; printdisabled; fav-curious_perkunos; fav-nhbacts9_3s_k
fuggernewsletter0000klar_w9b7	1970-01-01T00:00:00Z	1970	Klarwill, Victor von, 1873- editor	The Fugger news-letters, first series; being a selection of unpublished letters from the correspondents of the House of Fugger during the years 1568-1605	eng	internetarchivebooks; inlibrary; printdisabled
newsrumorinrenai0000matt	1959-01-01T00:00:00Z	1959	Matthews, George Tennyson, 1917-	News and rumor in Renaissance Europe; the Fugger newsletters. --	eng	trent_university; internetarchivebooks; inlibrary; printdisabled; fav-a_b2304; fav-chonkyapple; fav-marinom236; fav-tittiesprinkles
fuggernewsletter0000unse_x2u9	1959-01-01T00:00:00Z	1959		the fugger newsletters	eng	internetarchivebooks; inlibrary; printdisabled
fuggerdynastyger0000klug	2008-01-01T00:00:00Z	2008	Kluger, Martin	The Fugger Dynasty : the German Medici in and around Augsburg	eng	internetarchivebooks; inlibrary; printdisabled; fav-august_girl1975; fav-chonkyapple; fav-king446152; fav-rothperle
dastagebuchdesph0000fugg	1987-01-01T00:00:00Z	1987	Fugger, Philipp Eduard, 1546-1618	Das Tagebuch des Philipp Eduard Fugger, 1560-1569, als Quelle zur Fuggergeschichte : Edition und Darstellung	ger; ita; fre; lat	internetarchivebooks; inlibrary; printdisabled; binghamton-ol
jacobfuggerrich0000unse	1931-01-01T00:00:00Z	1931		Jacob fugger the rich	eng	internetarchivebooks; inlibrary; printdisabled; fav-a_su_lado_l_r; fav-alberto_rom_n; fav-ale_picasso; fav-egoli_mag; fav-erik_paul539; fav-jonathan_patterson735; fav-views101
jacobfuggerrichm0000stri	2001-01-01T00:00:00Z	2001	Strieder, Jakob	Jacob Fugger the rich : merchant and banker of Augsburg 1459-1525	eng	internetarchivebooks; printdisabled; fav-cnk100; fav-justinu007; fav-mitch9898; fav-rfvc411; fav-rothperle; fav-userdocumentation
