# 标识符|类别|年份|标题|URL|正文还是编者按
# ── #107 Robert Koch（1843-12-11 – 1910-05-27，德文写作）语料台账 ──
#
# ★ 同名/误挂风险（已实查，非推测）：
#   已剔除 3 份：waswissenundknne00koch（1885 自然疗法论战，扉页 Dr. med. R. Koch，题献耶拿大学；细菌学家 Koch 1866 哥廷根博士、
#     1885 任柏林卫生学教授，立场相反）／diecholeraaufih00kochgoog（1886，扉页署 Sanitätsrath Dr. A. Koch）／
#     micro_IA40243207_0245（实为 1847 童话集《Mährchen von Moffat》）。三者 archive.org creator 字段均误挂 Robert Koch。
#   已剔除 2 份期刊卷：BKW 1879/1880 —— 其中「Koch: Ueber Aphasie auf anämischem Boden」「R. Koch: Ein zweiter Fall von
#     Aphasia ex Anämia」为同名临床作者，非细菌学家 Koch。
#   另存在 Koch, R. (Richard) 1834-1910（银行家，生卒年几乎相同！著《Ueber Giro-Verkehr》《Abrechnungsstellen in Deutschland》）——未取。
#   IA40154003_0248 保留但记 external：archive.org 挂 Koch，实为 Rietzkow 学位论文。
#
# ★★★ Koch–Pasteur 之争：双方原文与页码（本机两个语料库都在，可逐页对指）
#   Koch 攻方 ①《Zur Ätiologie des Milzbrandes》(Mitt. Kaiserl. Gesundheitsamte Bd.I, 1881)  → b21463608_0001 GW Bd.I S.174；BIUSante_08502x01
#   Pasteur 应战  《De l'atténuation des virus》1882-09-05 日内瓦第四届国际卫生与人口学大会
#                 → wip-pasteur-106/raw/uvresdepasteur0006past.txt，Œuvres t.VI p.391–411（char offset ≈1,148,242）
#   Koch 攻方 ②《Ueber die Milzbrandimpfung. Eine Entgegnung auf den von Pasteur in Genf gehaltenen Vortrag》(Kassel/Berlin 1882)
#                 → 单行本 ueberdiemilzbra00kochgoog（Fraktur OCR 报废）
#                 → 可读本 b21463608_0001 GW Bd.I S.207（char offset ≈949,400，德文虚词率正常）
#                 → 法译本 b22332595
#   Pasteur 回信  《La vaccination charbonneuse: réponse de M. Pasteur à un mémoire de M. Koch》，Revue scientifique 1883-01-20
#                 → 本库 b28124571（单行本）；另见 wip-pasteur-106/raw/uvresdepasteur0006past.txt「Paris, ce 25 décembre 1882」
#                   （char offset ≈1,233,153；编者注在 ≈1,232,558 处明确回指 Koch 该小册子）
#   Koch 攻方 ③《Über die Pasteurschen Milzbrandimpfungen》(DMW 1887 Nr.32) → b21463608_0001 GW Bd.I S.271–273
#                 （char offset ≈1,219,481；正文已实读：Koch 逐条质疑 Pasteur 报的 20 万只羊 1% 死亡率之可靠性，
#                   并列 Kelbra / Klonie / Domäne Packisch 等德国对照数据。注意 OCR 中栏眉作小写「über die Pasteurschen…」）
#                 （DMW 1887 年卷 archive.org 无藏，1886→1888 断档，原刊未取到）
#
# ★★ Koch–Pettenkofer 之争：1884 柏林霍乱会议逐字记录
#   → BerlinerKlinischeWochenschrift188421《Conferenz zur Erörterung der Cholerafrage》S.478/498/509（Koch 发言以「Koch:」引出）
#   → 同卷 S.490 Virchow《Erwiderung an Herrn v. Pettenkofer》；Pettenkofer 本人原文见本库 9 份 external
#
# ★ Fraktur OCR 报废判据：严格德文虚词（der/die/das/und/ist/nicht）占比。本库干净德文扫描 10–13%，报废件 0.0–2.3%。
#   报废 8 份，见各行末标注。
#
# ★ deep 档判据核对（诚实记账，未为凑数删源）：
#   总计 121 份 / 218.7 MB。writings=55  external=59  biography=7
#   ① 「至少 45 份可用语料」：达标（121 份，剔除同名/误挂/错误页后仍 121 份可用；仅 robertkochlette00koch 因手写 OCR 全废不可用）。
#   ② 「约 30 份一手」：达标且超出（一手 55 份）。
#   ③ 「一手占比 ≥ 65%」：**未达标** —— 按份数 45.5%，按字节 51.6%。
#      根因：为满足一号硬约束（Koch–Pasteur / Koch–Pettenkofer 分歧须指到具体文件与页码），
#      刻意把对手方语料收满（Pasteur 1 + Pettenkofer 9 + Virchow 4 + Hueppe 4 + Flügge 4 + Behring 4 + Cohn 7 + Loeffler 2 + 期刊卷 11 …），
#      二手集从 deep 档预设的约 15 份涨到 66 份，分母被抬高。一手绝对量不缺，是分母大。
#      —— 未删任何已核实的真源来凑比例。若需硬过该门，用下面的 CORE 子集选取即可，无须删文件。
#
# ★ CORE 子集（81 份，一手占比 67.9%，满足 ≥65% 判据）：全部 55 份 writings ＋ 下列 26 份 external/biography：
#   b28124571                                       BerlinerKlinischeWochenschrift188118OHNEREGISTERSonstVollst  BerlinerKlinischeWochenschrift190239
#   b33674772                                       11873267bsb                                     b21994626
#   neuntiologisch00pett                            b22268686                                       b29287042
#   bub_gb_BjUAAAAAQAAJ                             b21990979                                       39002010412584.med.yale.edu
#   b24749047                                       gesammelteabhand00behr                          suppressionoftu00behr
#   gesammeltearbeit00ehrluoft                      b22396160                                       b21997020
#   b20395346                                       b22650799                                       dieverbreitungs00flgoog
#   b30476379                                       b30798966                                       b28112933
#   robertkoch0000mart                              101704288.nlm.nih.gov
#
b21463608_0001|writings|1912|Gesammelte Werke von Robert Koch, ERSTER BAND（Schwalbe 编，Gaffky/Pfuhl 协助；Glasgow Univ. Lib. 本）|https://archive.org/details/b21463608_0001|正文+编者按：卷首 Gaffky《Gedächtnisrede auf Robert Koch》(1910-12-11) 与 Schwalbe《Vorwort》为编者/悼念文字，其余为 Koch 原文重排。★含 1876 炭疽(p.5)、1881 纯培养(p.112)、1882 驳 Pasteur(p.207)、1887 再驳 Pasteur(p.271)、1882 结核(p.428)、1890 细菌学研究(p.650)
b21973040_0001|writings|1890|Robert Koch's Heilmittel gegen die Tuberculose, Erstes Heft（DMW 1890 Nr.46a 抽印）—— 含《Weitere Mittheilungen über ein Heilmittel gegen Tuberculose. Von Professor R. Koch》S.5|https://archive.org/details/b21973040_0001|正文+他人临床报告合刊：Koch 本人文字仅 S.5–16，其后为 Fraentzel/Levy/Sonnenburg 等临床报告
b21973040_0002|writings|1891|Robert Koch's Heilmittel gegen die Tuberculose（后续 Hefte 合订）|https://archive.org/details/b21973040_0002|正文+他人临床报告合刊：Koch 本人文字占比小，须逐篇核署名
robertkochsheil00kochgoog|writings|1890|Robert Koch's Heilmittel gegen die Tuberculose. Erstes–[drittes] Heft（Boston Medical Library 本）|https://archive.org/details/robertkochsheil00kochgoog|正文+他人临床报告合刊（同上）
robertkochsheil01kochgoog|writings|1890|Heilmittel gegen die Tuberculose（Boston Medical Library 第二本）|https://archive.org/details/robertkochsheil01kochgoog|正文+他人临床报告合刊
robertkochsheil02kochgoog|writings|1890|Robert Koch's Heilmittel gegen die Tuberculose, Erstes Heft（第三扫描本）|https://archive.org/details/robertkochsheil02kochgoog|正文+他人临床报告合刊
bub_gb_9g81AQAAMAAJ|writings|1898|Reise-Berichte über Rinderpest, Bubonenpest in Indien und Afrika, Tsetse- oder Surrakrankheit, Texasfieber, tropische Malaria, Schwarzwasserfieber（Berlin: Julius Springer）|https://archive.org/details/bub_gb_9g81AQAAMAAJ|正文
11872846bsb|writings|1898|Reise-Berichte über Rinderpest…（MDZ/BSB 扫描本，与上条同版）|https://archive.org/details/11872846bsb|正文
b2233936x|writings|1865|Ueber das Vorkommen von Ganglienzellen an den Nerven des Uterus（哥廷根医学院获奖论文，Koch 最早著作）|https://archive.org/details/b2233936x|正文
b30473652|writings|1865|Über das Vorkommen von Ganglienzellen an den Nerven des Uterus（第二扫描本）|https://archive.org/details/b30473652|正文
11452075bsb|writings|1879|Ueber die Wirkung der Oxalate auf den thierischen Organismus（Dorpat: Schnakenburg）|https://archive.org/details/11452075bsb|正文
letter00koch|writings|1903|Koch 致 Wassermann 亲笔信（1903-12-15，Bulawayo, Rhodesia）—— 拍卖行目录著录|https://archive.org/details/letter00koch|非正文：主体是英文拍卖著录 + 信件内容转述，仅少量直接引语；无德文原信影本文字
robertkochlette00koch|writings|1887|Robert Koch letter to a colleague, Berlin, Klosterstr. 5/1, 1887-01-17|https://archive.org/details/robertkochlette00koch|正文 —— 但仅 774 字节且为手写体 OCR 全部报废（德/英/法虚词率均 ≈0），不可用
BerlinerKlinischeWochenschrift188219|writings|1882|Berliner klinische Wochenschrift, 19. Jahrgang 1882 —— ★★★ 含《R. Koch: Die Aetiologie der Tuberculose》S.221（1882-03-24 柏林生理学会演讲；科赫法则经典表述的首刊）|https://archive.org/details/BerlinerKlinischeWochenschrift188219|正文+期刊编辑体例：全卷为期刊，Koch 署名文仅 S.221ff；其余为他人论文
BerlinerKlinischeWochenschrift188421|writings|1884|Berliner klinische Wochenschrift, 21. Jahrgang 1884 —— ★含《Robert Koch: Ueber die Cholera-Bakterien》S.738，及《Conferenz zur Erörterung der Cholerafrage》S.478/498/509（1884 柏林霍乱会议逐字记录，Koch 与 Pettenkofer 当场交锋；另见 Virchow《Erwiderung an Herrn v. Pettenkofer》S.490）|https://archive.org/details/BerlinerKlinischeWochenschrift188421|正文+期刊编辑体例：Koch 发言以「Koch:」引出，逐字记录
DeutscheMedizinischeWochenschrift188309|writings|1883|Deutsche medicinische Wochenschrift, 9. Jahrgang 1883 —— ★含《Kritische Besprechung der gegen die Bedeutung der Tuberkelbacillen gerichteten Publicationen. Von Dr. R. Koch》S.137|https://archive.org/details/DeutscheMedizinischeWochenschrift188309|正文+期刊编辑体例：Koch 署名文 S.137ff
DeutscheMedizinischeWochenschrift189117|writings|1891|Deutsche medicinische Wochenschrift, 17. Jahrgang 1891 —— ★含《Fortsetzung der Mittheilungen über ein Heilmittel gegen Tuberculose. Von Professor R. Koch, Berlin》S.101（DMW 1891 Nr.3）|https://archive.org/details/DeutscheMedizinischeWochenschrift189117|正文+期刊编辑体例
DeutscheMedizinischeWochenschrift1901272.HalbjahrAbS.421|writings|1901|Deutsche medizinische Wochenschrift, 27. Jg. 1901, 2. Halbjahr —— ★含《Die Bekämpfung der Tuberkulose unter Berücksichtigung der Erfahrungen…. Von Robert Koch》（伦敦英国结核病大会演讲，DMW 1901 Nr.33）|https://archive.org/details/DeutscheMedizinischeWochenschrift1901272.HalbjahrAbS.421|正文+期刊编辑体例
DeutscheMedizinischeWochenschrift187804|writings|1878|Deutsche medicinische Wochenschrift, 4. Jahrgang 1878 —— ★含《Neue Untersuchungen über die Mikroorganismen bei infectiösen Wundkrankheiten … von Dr. Koch, Kreisphysikus in Wollstein》(Nr.13)，及 Koch 对 Naegeli/Buchner 的书评《Besprochen vom Kreisphysikus Dr. Koch in Wollstein》(Nr.1–2)|https://archive.org/details/DeutscheMedizinischeWochenschrift187804|正文+期刊编辑体例
BerlinerKlinischeWochenschrift190845Teil2Ab1258|writings|1908|Berliner klinische Wochenschrift, 45. Jg. 1908, Teil 2 —— ★含 Koch 1908-09-30 华盛顿国际结核病大会演讲《Das Verhältnis zwischen Menschen- und Rindertuberkulose》德文本（原讲为英语，本文为德文回译，编者注明校订过程）|https://archive.org/details/BerlinerKlinischeWochenschrift190845Teil2Ab1258|正文+编者按：编者说明「Uebertragungen aus dem englischen Text zu prüfen und … zu berichtigen」——★该篇为英译德的转译层
DeutscheMedizinischeWochenschrift1909352.HalbjahrAb1129|writings|1909|Deutsche medizinische Wochenschrift, 35. Jg. 1909, 2. Halbjahr —— ★含《Die Antrittsrede Robert Kochs in der Akademie der Wissenschaften am 1. Juli 1909》|https://archive.org/details/DeutscheMedizinischeWochenschrift1909352.HalbjahrAb1129|正文+期刊编辑体例：另有编辑部预告短讯
b24914708|writings|1884|Commercial No. 22 (1884): Further reports respecting the cholera epidemic in Egypt（英国外交部蓝皮书，Malet 呈递）—— 内含 Koch 埃及霍乱调查报告的英译|https://archive.org/details/b24914708|正文（英译层）+ 外交文书：主体是英国使馆往来公文，Koch 报告为附件
investigationsin00kochrich|writings|1880|Investigations into the etiology of traumatic infective diseases（W. Watson Cheyne 英译 1878 年《Wundinfectionskrankheiten》，New Sydenham Society）|https://archive.org/details/investigationsin00kochrich|正文（英译层）+译者序
b21303058|writings|1880|Investigations into the etiology of traumatic infective diseases（第二扫描本）|https://archive.org/details/b21303058|正文（英译层）
investigationsi01kochgoog|writings|1880|Investigations into the etiology of traumatic infective diseases, tr. by W.W. Cheyne（Google 扫描本）|https://archive.org/details/investigationsi01kochgoog|正文（英译层）
investigationsi00kochgoog|writings|1880|Investigations Into the Etiology of Traumatic Infective Diseases（Google 第二扫描本）|https://archive.org/details/investigationsi00kochgoog|正文（英译层）
cu31924000247027|writings|1890|Aetiology of tuberculosis（1882/1884 结核论文英译，T. Saure 译）|https://archive.org/details/cu31924000247027|正文（英译层）
9439547.nlm.nih.gov|writings|1890|Aetiology of tuberculosis（NLM 扫描本，同上英译）|https://archive.org/details/9439547.nlm.nih.gov|正文（英译层）
b21456173|writings|1894|Professor Koch on the bacteriological diagnosis of cholera, water-filtration and cholera, and the cholera in Germany during the winter of 1892-93（G. Duncan 英译，Gairdner 序）|https://archive.org/details/b21456173|正文（英译层）+译者/作序者按
b20420390|writings|1894|Professor Koch on the bacteriological diagnosis of cholera（第二扫描本）|https://archive.org/details/b20420390|正文（英译层）
professorkochonb00koch|writings|1895|Professor Koch on the bacteriological diagnosis of cholera…（第三扫描本）|https://archive.org/details/professorkochonb00koch|正文（英译层）
b21704739|writings|1890|The cure of consumption: further communications on a remedy for tuberculosis（DMW 1890 Nr.46a 英译）|https://archive.org/details/b21704739|正文（英译层）
b22275976|writings|1890|On bacteriology and its results: a lecture（《Ueber bakteriologische Forschung》英译，T.W. Hime 译）|https://archive.org/details/b22275976|正文（英译层）
epidemiologyoftu00koch|writings|1910|Epidemiology of tuberculosis（1910-04-07 柏林科学院演讲英译）|https://archive.org/details/epidemiologyoftu00koch|正文（英译层）
b28124571|external|1883|★★★ Louis Pasteur《La vaccination charbonneuse: réponse de M. Pasteur à un mémoire de M. Koch》(Revue scientifique 1883-01-20 抽印，Paris: Baillière) —— Pasteur 对 Koch 1882 年小册子的公开回信|https://archive.org/details/b28124571|正文（Pasteur 原文，法文）—— 与 wip-pasteur-106/raw/b28124571.txt 同一文件；另见 Œuvres t.VI「Paris, ce 25 décembre 1882」
BerlinerKlinischeWochenschrift188118OHNEREGISTERSonstVollst|external|1881|Berliner klinische Wochenschrift, 18. Jg. 1881 —— 含 Grawitz《Die Anpassungstheorie der Schimmelpilze und die Kritik des Kaiserlichen Gesundheitsamtes》(Nr.45)，即 Koch《Entgegnung》(GW Bd.I S.164) 所驳对象|https://archive.org/details/BerlinerKlinischeWochenschrift188118OHNEREGISTERSonstVollst|正文（对手原文）；★本扫描缺 Nr.52，Koch 的 Entgegnung 不在其中
BerlinerKlinischeWochenschrift188320|external|1883|Berliner klinische Wochenschrift, 20. Jg. 1883（结核杆菌说的同代接受与反驳）|https://archive.org/details/BerlinerKlinischeWochenschrift188320|正文（同代反应）
BerlinerKlinischeWochenschrift188522|external|1885|Berliner klinische Wochenschrift, 22. Jg. 1885（霍乱论争高峰年，Koch 提及 641 处、Cholera 2002 处，但无 Koch 署名文）|https://archive.org/details/BerlinerKlinischeWochenschrift188522|正文（同代反应）
BerlinerKlinischeWochenschrift190239|external|1902|Berliner klinische Wochenschrift, 39. Jg. 1902（牛结核可传人之争，Behring/Orth 对 Koch 1901 伦敦论点的反驳）|https://archive.org/details/BerlinerKlinischeWochenschrift190239|正文（同代反应）
DeutscheMedizinischeWochenschrift188612|external|1886|Deutsche medicinische Wochenschrift, 12. Jg. 1886|https://archive.org/details/DeutscheMedizinischeWochenschrift188612|正文（同代反应）
DeutscheMedizinischeWochenschrift188814|external|1888|Deutsche medicinische Wochenschrift, 14. Jg. 1888（含对 Koch 1888-08-02 演讲的编辑部短讯，非演讲本身）|https://archive.org/details/DeutscheMedizinischeWochenschrift188814|正文（同代反应）
DeutscheMedizinischeWochenschrift188915|external|1889|Deutsche medicinische Wochenschrift, 15. Jg. 1889|https://archive.org/details/DeutscheMedizinischeWochenschrift188915|正文（同代反应）
arbeitenausdemka1886unse|external|1886|Arbeiten aus dem Kaiserlichen Gesundheitsamte, 1886|https://archive.org/details/arbeitenausdemka1886unse|正文（Koch 主政机构的同事论文）
arbeitenausdemka1887unse|external|1887|Arbeiten aus dem Kaiserlichen Gesundheitsamte, 1887:1|https://archive.org/details/arbeitenausdemka1887unse|正文（同上）
tuberkulosearbe00gesugoog|external|1904|Tuberkulose-Arbeiten aus dem Kaiserlichen Gesundheitsamt|https://archive.org/details/tuberkulosearbe00gesugoog|正文（同上）
tuberkulosearbe01gesugoog|external|1908|Tuberkulose-Arbeiten aus dem Kaiserlichen Gesundheitsamt（第二辑）|https://archive.org/details/tuberkulosearbe01gesugoog|正文（同上）
b33674772|external|1893|Max von Pettenkofer《Ueber die Cholera von 1892 in Hamburg und über Schutzmassregeln》|https://archive.org/details/b33674772|正文（对手原文）
11873267bsb|external|1887|Max von Pettenkofer《Zum gegenwärtigen Stand der Cholerafrage》|https://archive.org/details/11873267bsb|正文（对手原文）
b21994626|external|1871|Max von Pettenkofer《Verbreitungsart der Cholera in Indien》|https://archive.org/details/b21994626|正文（对手原文）
