# numFound=51 rows=51 query=(creator:"Fröbel, Friedrich" OR creator:"Froebel, Friedrich" OR creator:"Frobel, Friedrich")
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
educationofman00frbe	1903-01-01T00:00:00Z	1903	Fröbel, Friedrich, 1782-1852; Hailmann, W. N. (William Nicholas), 1836-1920, tr	The education of man	eng; ger	library_of_congress; americana; fav-anamaria836; fav-anon3242; fav-deba611; fav-jahanzeb_shah; fav-kenneth_lau; fav-williamss856
songsmusicoffrie00fruoft	1895-01-01T00:00:00Z	1895	Fröbel, Friedrich, 1782-1852; Blow, Susan Elizabeth, 1843-1916	The Songs and music of Friedrich Froebel's Mother play : (Mutter und kose lieder) : songs newly translated and furnished with new music	eng	oiseut; toronto; university_of_toronto; fav-allthingsrpossible; fav-feya_
educationofman00fr2	1887-01-01T00:00:00Z	1887	Fröbel, Friedrich, 1782-1852; Hailmann, William Nicholas, 1836- [from old catalog] tr	The education of man	eng	library_of_congress; americana; fav-delon108; fav-jo_o_francisco_allochio_filho; fav-mctuck
bub_gb_xhwBAAAAYAAJ	1862-01-01T00:00:00Z	1862	Fröbel, Friedrich, 1782-1852	Gesammelte pädagogische Schriften	ger	americana; fav-harpocrates887
laeducacindelh01fr	1885-01-01T00:00:00Z	1885	Fröbel, Friedrich, 1782-1852; Núñez, José Abelardo, 1840- [from old catalog] tr	La educación del hombre	spa	library_of_congress; americana; fav-adriana_peynado; fav-jo_o_francisco_allochio_filho
friedrichfroebe00frgoog	1899-01-01T00:00:00Z	1899	Froebel, Friedrich Wilhelm August, 1782-1852. [from old catalog]; Jarvis, Josephine, [from old catalog] tr	Friedrich Froebel's Education by development	eng	americana
froebelsletterso00fr	1896-01-01T00:00:00Z	1896	Fröbel, Friedrich, 1782-1852; Poesche, Hermann, 1826- [from old catalog] tr; Michaelis, Emilie, [from old catalog] ed; Moore, H. Keatley, [from old catalog] joint ed	Froebel's letters on the kindergarten;	eng	library_of_congress; americana; fav-aracelis; fav-dkgg
mottoesandcomme00unkngoog	1895-01-01T00:00:00Z	1895	Froebel, Friedrich [Wilhelm August], 1782-1852. [from old catalog]; Eliot, Henrietta Robins (Mack), Mrs., 1845- [from old catalog] tr; Blow, Susan Elizabeth, [from old catalog] tr	The mottoes and commentaries of Friedrich Froebel's Mother play	eng	americana
friedrichfroebel00frrich	1899-01-01T00:00:00Z	1899	Fröbel, Friedrich, 1782-1852; Jarvis, Josephine	Friedrich Froebel's Education by development, the second part of the Pedagogics of the kindergarten;	eng	cdl; americana
mottoescommentar00fr	1902-01-01T00:00:00Z	1902	Fröbel, Friedrich, 1782-1852; Eliot, Henrietta Robins (Mack), Mrs., 1845- [from old catalog] tr; Blow, Susan Elizabeth, [from old catalog] tr	The mottoes and commentaries of Friedrich Froebel's Mother play	eng	library_of_congress; americana
songsmusicoffrie01fr	1895-01-01T00:00:00Z	1895	Fröbel, Friedrich, 1782-1852; Blow, Susan E. (Susan Elizabeth), 1843-1916	The songs and music of Friedrich Froebel's Mother play (Mutter und kose Lieder)	eng	library_of_congress; americana; fav-dkgg; fav-feya_; fav-fugitive_pope
studentsfroebela00froeiala	1896-01-01T00:00:00Z	1896	Froebel, Friedrich, 1782-1852; Herford, William Henry, 1820-1908	The student's Froebel adapted from Die erziehung der menschheit of F. Froebel	eng	cdl; americana; fav-laurieb838
songsmusicoffrie00fr	1901-01-01T00:00:00Z	1901	Fröbel, Friedrich, 1782-1852; Blow, Susan E. (Susan Elizabeth), 1843-1916, ed	The songs and music of Friedrich Froebel's Mother play (Mutter und kose lieder)	eng	library_of_congress; americana; fav-feya_; fav-winter_freeze
educationofman0000froe	2000-01-01T00:00:00Z	2000	Froebel, Friedrich, 1782-1852	The education of man	eng	internetarchivebooks; nationaluniversity; inlibrary; printdisabled; fav-jennifer_avila291; fav-maskedwriters
studentsfroebela00fruoft	1916-01-01T00:00:00Z	1916	Fröbel, Friedrich, 1782-1852; Herford, William Henry	The student's Froebel : adapted from Die Menschenerziehung of F. Froebel	eng	oiseut; toronto; university_of_toronto; fav-elora_crawford
studentsfroebel01herfgoog	1896-01-01T00:00:00Z	1896	Fröbel, Friedrich, 1782-1852; Herford, W. H. (William Henry), 1820-1908	The student's Froebel adapted from Die erziehung der menschheit of F. Froebel	eng	americana
