# numFound=61 rows=61 query=(creator:"Fröbel, Friedrich Wilhelm August" OR creator:"Froebel, Friedrich Wilhelm August" OR title:"Menschenerziehung" OR creator:"Fröbel, Friedrich")
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
educationofman00froe	1885-01-01T00:00:00Z	1885	Froebel, Friedrich [Wilhelm August], 1782-1852. [from old catalog]; Jarvis, Josephine, [from old catalog] tr	The education of man	eng	americana; fav-anon3242; fav-apdi_shakur; fav-autumnjohnson; fav-drewblanco; fav-fabalish; fav-iroquoian_reda; fav-jkatz55; fav-loretta22; fav-neenscrame; fav-rebekah_perrin; fav-s
songsmusicoffrie00fruoft	1895-01-01T00:00:00Z	1895	Fröbel, Friedrich, 1782-1852; Blow, Susan Elizabeth, 1843-1916	The Songs and music of Friedrich Froebel's Mother play : (Mutter und kose lieder) : songs newly translated and furnished with new music	eng	oiseut; toronto; university_of_toronto; fav-allthingsrpossible; fav-feya_
educationofman00fruoft	1887-01-01T00:00:00Z	1887	Fröbel, Friedrich, 1782-1852; Hailmann, William Nicholas, 1836-1920	The education of man	eng	oiseut; toronto; university_of_toronto; fav-ching_hui_li; fav-jahanzeb_shah; fav-jays197; fav-jotahum; fav-lt_grimm; fav-mindykatt; fav-miss_portinari
mottoesandcomme00unkngoog	1895-01-01T00:00:00Z	1895	Froebel, Friedrich [Wilhelm August], 1782-1852. [from old catalog]; Eliot, Henrietta Robins (Mack), Mrs., 1845- [from old catalog] tr; Blow, Susan Elizabeth, [from old catalog] tr	The mottoes and commentaries of Friedrich Froebel's Mother play	eng	americana
froebelschiefwri00fruoft	1912-01-01T00:00:00Z	1912	Fröbel, Friedrich, 1782-1852; Fletcher, S. S. F. (Samuel Sigmund Fechheimer); Welton, James, 1854-	Froebel's chief writings on education	eng	oiseut; toronto; university_of_toronto
froebelsletterso00froe	1891-01-01T00:00:00Z	1891	Froebel, Friedrich [Wilhelm August], 1782-1852. [from old catalog]; Poesche, Hermann, 1826- [from old catalog] tr; Michaelis, Emilie, [from old catalog] ed; Moore, H. Keatley, [fro	Froebel's letters on the kindergarten;	eng	americana; fav-beardedchildren
friedrichfroebel00fr	1899-01-01T00:00:00Z	1899	Fröbel, Friedrich, 1782-1852; Jarvis, Josephine, [from old catalog] tr	Friedrich Froebel's Education by development	eng	library_of_congress; americana; fav-aracelis; fav-dkgg
autobiography00fruoft	1908-01-01T00:00:00Z	1908	Fröbel, Friedrich, 1782-1852	Autobiography;	eng	robarts; toronto; university_of_toronto
11758610bsb	1811-01-01T00:00:00Z	1811	Graser, Johann Baptist	Divinität oder das Princip der einzig wahren Menschenerziehung: mit besonderer Anwendung auf eine neue daraus hervorgehende Elementar-Unterrichts-Methode : Mit vier Tabellen auf St	German	german-online-libraries; booksbylanguage_german; booksbylanguage
FroebelEducazioneUomo	1889-01-01T00:00:00Z	1889	Fröbel, Friedrich	L Educazione Dell Uomo	ita	bibliotechetorino; europeanlibraries; fav-nytnat; fav-silvia_busilacchi
autobiographyoff00frob	1889-01-01T00:00:00Z	1889	Fröbel, Friedrich, 1782-1852; Michaelis, Emilie; Moore, H. Keatley, b. 1846	Autobiography of Friedrich Froebel	eng	cdl; americana
aidstofamilygove00meyeuoft	1879-01-01T00:00:00Z	1879	Meyer, Bertha, 1822-1896; Fröbel, Friedrich, 1782-1852; Spencer, Herbert, 1820-1903	Aids to family government, or, From the cradle to the school, according to Froebel [microform]	eng	oiseut; toronto; university_of_toronto
laeducacindelh01fr	1885-01-01T00:00:00Z	1885	Fröbel, Friedrich, 1782-1852; Núñez, José Abelardo, 1840- [from old catalog] tr	La educación del hombre	spa	library_of_congress; americana; fav-adriana_peynado; fav-jo_o_francisco_allochio_filho
bub_gb_kmc0AQAAMAAJ	1862-01-01T00:00:00Z	1862	Fröbel, Friedrich, 1782-1852; Lange, Wichard, 1826-1884	Friedrich Fröbel's Gesammelte pädogogische schriften	ger	americana
studentsfroebela00fruoft	1916-01-01T00:00:00Z	1916	Fröbel, Friedrich, 1782-1852; Herford, William Henry	The student's Froebel : adapted from Die Menschenerziehung of F. Froebel	eng	oiseut; toronto; university_of_toronto; fav-elora_crawford
bub_gb_SMoJAQAAIAAJ	1863-01-01T00:00:00Z	1863	Friedrich Fröbel	Die Menschenerziehung und Kussäke verschiedenen Inhalts	German	americana; fav-gbvpaiva; fav-jesus_daniel_martinez_barreto986
11421302bsb	1811-01-01T00:00:00Z	1811	Graser, Johann Baptist	Divinität oder das Princip der einzig wahren Menschenerziehung: mit besonderer Anwendung auf eine neue daraus hervorgehende Elementar-Unterrichts-Methode : Mit vier Tabellen auf St	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11761205bsb	1800-01-01T00:00:00Z	1800	Snell, Christian Wilhelm	Versuch über den Ehrtrieb: mit besonderer Rücksicht auf das Geschäft der Menschenerziehung ...	German	german-online-libraries; booksbylanguage_german; booksbylanguage
songsmusicoffrie01fr	1895-01-01T00:00:00Z	1895	Fröbel, Friedrich, 1782-1852; Blow, Susan E. (Susan Elizabeth), 1843-1916	The songs and music of Friedrich Froebel's Mother play (Mutter und kose Lieder)	eng	library_of_congress; americana; fav-dkgg; fav-feya_; fav-fugitive_pope
educationofman00f	1890-01-01T00:00:00Z	1890	Fröbel, Friedrich, 1782-1852; Hailmann, William Nicholas, 1836- [from old catalog] tr	The education of man	eng	library_of_congress; americana; fav-jahanzeb_shah
friedrichfroebel00frrich	1899-01-01T00:00:00Z	1899	Fröbel, Friedrich, 1782-1852; Jarvis, Josephine	Friedrich Froebel's Education by development, the second part of the Pedagogics of the kindergarten;	eng	cdl; americana
friedrichfroebel03fr	1895-01-01T00:00:00Z	1895	Fröbel, Friedrich, 1782-1852; Jarvis, Josephine, [from old catalog] tr	Friedrich Froebel's pedagogics of the kindergarten	eng	library_of_congress; americana; fav-collapsiblelung
bub_gb_xhwBAAAAYAAJ	1862-01-01T00:00:00Z	1862	Fröbel, Friedrich, 1782-1852	Gesammelte pädagogische Schriften	ger	americana; fav-harpocrates887
friedrichfroebe01jarvgoog	1895-01-01T00:00:00Z	1895	Froebel, Friedrich Wilhelm August, 1782-1852. [from old catalog]; Jarvis, Josephine., [from old catalog] tr	Friedrich Froebel's pedagogics of the kindergarten	eng	americana; fav-vcerv
10762120bsb	1825-01-01T00:00:00Z	1825	Graser, Johann Baptist	Ansichten über die Hauptgesichtspunkte bey der Verbesserung des Volksschulwesens: Mit Beziehung auf dessen Prinzip der einzig wahren Menschenerziehung in Rücksicht auf religiöse Er	German	german-online-libraries; booksbylanguage_german; booksbylanguage
autobiographyoff00fr	1889-01-01T00:00:00Z	1889	Fröbel, Friedrich, 1782-1852; Michaelis, Emilie; Moore, Henry Keatley, b. 1846	Autobiography of Friedrich Froebel	eng	library_of_congress; americana; fav-adriana_peynado; fav-caio_sato; fav-jahanzeb_shah; fav-jo_o_francisco_allochio_filho
10764737bsb	1811-01-01T00:00:00Z	1811	Graser, Johann Baptist	Divinität oder das Princip der einzig wahren Menschenerziehung: mit besonderer Anwendung auf eine neue daraus hervorgehende Elementar-Unterrichts-Methode : Mit vier Tabellen auf St	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11341433bsb	1800-01-01T00:00:00Z	1800	Snell, Christian Wilhelm	Versuch über den Ehrtrieb: mit besonderer Rücksicht auf das Geschäft der Menschenerziehung ...	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10721187bsb	1814-01-01T00:00:00Z	1814	Jaeck, Heinrich Joachim	Kurze Darstellung des Graserischen Werkes: Divinität oder das Prinzip der einzig wahren Menschenerziehung	German	german-online-libraries; booksbylanguage_german; booksbylanguage
songsandmusicfr00compgoog	1895-01-01T00:00:00Z	1895	Friedrich Fröbel , Friedrich Wilhelm August Froebel, Susan Elizabeth Blow, D . Appleton and Company	The Songs and Music of Friedrich Froebel's Mother Play (Mutter und Kose Lieder)	English	americana; fav-patricia_otro; fav-rose687
froebelletters00friala	1893-01-01T00:00:00Z	1893	Fröbel, Friedrich, 1782-1852; Heinemann, Arnold H	Froebel letters;	eng	cdl; americana; fav-jo_o_francisco_allochio_filho; fav-p-naut; fav-vitaminb12wastaken
richfroebelfried00frrich	1909-01-01T00:00:00Z	1909	Fröbel, Friedrich, 1782-1852	Friedrich Froebel's pedagogics of the kindergarten, or, His ideas concerning the play and playthings of the child;	eng	cdl; americana; fav-cascadiarising; fav-elora_crawford; fav-jo_o_francisco_allochio_filho
educationofman00frrich	1896-01-01T00:00:00Z	1896	Fröbel, Friedrich, 1782-1852; Hailmann, William Nicholas, 1836-1920, tr	The education of man ;	eng	cdl; americana; fav-jahanzeb_shah; fav-jehme; fav-jocelynshafferneese; fav-spyro5972; fav-zuzo_the_original
friedrichfroebe00frgoog	1899-01-01T00:00:00Z	1899	Froebel, Friedrich Wilhelm August, 1782-1852. [from old catalog]; Jarvis, Josephine, [from old catalog] tr	Friedrich Froebel's Education by development	eng	americana
froebelsletterso00fr	1896-01-01T00:00:00Z	1896	Fröbel, Friedrich, 1782-1852; Poesche, Hermann, 1826- [from old catalog] tr; Michaelis, Emilie, [from old catalog] ed; Moore, H. Keatley, [from old catalog] joint ed	Froebel's letters on the kindergarten;	eng	library_of_congress; americana; fav-aracelis; fav-dkgg
mottoescommentar00fr	1902-01-01T00:00:00Z	1902	Fröbel, Friedrich, 1782-1852; Eliot, Henrietta Robins (Mack), Mrs., 1845- [from old catalog] tr; Blow, Susan Elizabeth, [from old catalog] tr	The mottoes and commentaries of Friedrich Froebel's Mother play	eng	library_of_congress; americana
friedrichfroebel02fr	1902-01-01T00:00:00Z	1902	Fröbel, Friedrich, 1782-1852; Jarvis, Josephine, [from old catalog] tr	Friedrich Froebel's Education by development	eng	library_of_congress; americana; fav-collapsiblelung; fav-jahanzeb_shah
froebelschiefwri00frrich	1912-01-01T00:00:00Z	1912	Fröbel, Friedrich, 1782-1852; Fletcher, Samuel Sigmund Fechheimer; Welton, James, 1854-1942	Froebel's chief writings on education	eng	cdl; americana
laeducacindelh00fr	1888-01-01T00:00:00Z	1888	Fröbel, Friedrich, 1782-1852; Núñez, José Abelardo, 1840- [from old catalog] tr; Hailmann, William Nicholas, 1836- [from old catalog] ed	La educación del hombre	spa	library_of_congress; americana
